SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
12,028.24790234055,+37.75472376097,342725406536211968,136.1603246465,-23.5307786485,2.2964,10.011,-11.651,121,13.286009,1.123893,1.0,NGC_752,Gaia DR2 342725406536211968,028.24784782396,+37.75477392499
13,028.92668130892,+37.63177410884,342536702852966784,136.7607428607,-23.5080780055,2.1741,9.620,-11.701,127,8.881938,1.172791,1.0,NGC_752,Gaia DR2 342536702852966784,028.92662900838,+37.63182448813
14,027.87554719012,+37.59386603548,342719634100073984,135.8939477132,-23.7614127341,2.2678,10.227,-11.796,150,8.812829,1.152329,0.9,NGC_752, ,027.87549161787,+37.59391682380
15,028.01251465413,+37.55384236310,342716919680861568,136.0197696332,-23.7726603954,2.3758,10.191,-11.125,141,13.842204,1.020001,0.8,NGC_752, ,028.01245930726,+37.55389026239
16,029.03149244689,+37.55789816012,342532339166204928,136.8696874624,-23.5568380798,2.2618,10.041,-11.773,138,14.545025,1.215843,1.0,NGC_752,Gaia DR2 342532339166204928,029.03143791169,+37.55794884941
17,028.33842699175,+37.58780591839,342711353403238144,136.2829431106,-23.6735045685,2.1217,9.864,-12.217,124,11.774893,0.683086,1.0,NGC_752,Gaia DR2 342711353403238144,028.33837339636,+37.58785851935
18,028.63889513238,+37.28580118624,342501793358845824,136.6210453878,-23.9024402141,2.1056,9.470,-11.356,131,17.680315,2.534372,0.8,NGC_752, ,028.63884388499,+37.28585008012
19,028.23309187441,+37.40592712029,342699877250650368,136.2461428353,-23.8708110989,2.2124,9.911,-11.679,132,14.093739,1.092507,1.0,NGC_752,Gaia DR2 342699877250650368,028.23303815465,+37.40597740486
20,028.11078979500,+37.75091847023,342728842510050176,136.0470898722,-23.5622634637,2.2873,10.046,-11.803,132,15.869780,1.717220,1.0,NGC_752,Gaia DR2 342728842510050176,028.11073509063,+37.75096928869
21,028.40538345804,+37.40479872172,342517319664145536,136.3909842692,-23.8363999910,2.2388,10.117,-10.999,140,12.424346,0.752988,1.0,NGC_752,Gaia DR2 342517319664145536,028.40532862254,+37.40484607851
22,028.64081263136,+37.55939995766,342544120260537728,136.5435845690,-23.6381803619,2.1999,10.128,-11.577,104,17.880350,2.415379,0.8,NGC_752, ,028.64075762253,+37.55944980306
23,027.23899989285,+37.32174072431,342642874444362240,135.4317476475,-24.1499501650,2.2733,10.369,-11.716,105,13.761614,1.007837,0.6,NGC_752, ,027.23894375365,+37.32179116819
24,028.12830469961,+37.42454986719,342702827892893824,136.1529527477,-23.8742176714,2.3578,10.171,-11.850,125,17.236826,2.145851,0.9,NGC_752, ,028.12824955688,+37.42460088801
25,028.81377396028,+37.84197721544,342554187663431424,136.6057033649,-23.3294220790,2.1011,9.670,-11.821,132,9.278048,1.163766,1.0,NGC_752,Gaia DR2 342554187663431424,028.81372123843,+37.84202811140
26,028.94756848668,+37.70732207779,342549068062416256,136.7559735813,-23.4308659314,2.2341,9.791,-11.861,95,9.765413,0.650399,1.0,NGC_752,Gaia DR2 342549068062416256,028.94751520226,+37.70737314597
27,028.82972019278,+37.57301300086,342546353643538560,136.6971817030,-23.5852709580,2.1288,10.011,-12.343,132,17.353931,2.180471,0.8,NGC_752, ,028.82966580948,+37.57306614432
28,028.99769163571,+37.68012189432,342537213952679936,136.8055878014,-23.4463841935,2.1705,9.477,-11.208,120,12.166949,0.745726,1.0,NGC_752,Gaia DR2 342537213952679936,028.99764007905,+37.68017015098
29,028.62947291469,+37.49210664172,342539382912584832,136.5535255509,-23.7054587161,2.2310,9.921,-11.564,135,11.075370,0.580270,1.0,NGC_752,Gaia DR2 342539382912584832,028.62941907874,+37.49215643115
30,027.78499128058,+37.33628989951,342618719548277760,135.8887014119,-24.0287863558,2.1952,10.244,-11.760,123,16.600014,1.952317,0.5,NGC_752, ,027.78493580740,+37.33634053283
31,027.25319966956,+36.83844793014,342579446367442816,135.5726412270,-24.6160324003,2.2834,10.398,-12.113,127,15.649910,1.654782,0.6,NGC_752, ,027.25314373108,+36.83850008332
32,028.98143788830,+37.47588242121,342530586819560064,136.8521464308,-23.6465290033,2.2184,9.378,-12.057,139,9.699086,0.678032,0.9,NGC_752, ,028.98138700997,+37.47593433328
33,028.80265551345,+37.83732455161,342554191959774720,136.5978356338,-23.3362452206,2.0815,9.780,-12.003,123,9.233413,1.130688,1.0,NGC_752,Gaia DR2 342554191959774720,028.80260219523,+37.83737623118
34,028.65257864381,+37.44055010809,342537974163319040,136.5877356718,-23.7503315756,2.2007,9.980,-11.798,134,12.834393,0.815424,1.0,NGC_752,Gaia DR2 342537974163319040,028.65252452503,+37.44060090502
35,029.07769247660,+37.62756601961,342535946938720512,136.8875518594,-23.4798615145,2.1804,9.367,-11.706,116,10.642316,0.565122,1.0,NGC_752,Gaia DR2 342535946938720512,029.07764155442,+37.62761642043
36,028.51658223894,+37.25963271801,342511925185420416,136.5258846026,-23.9533555170,2.3777,10.378,-12.099,112,17.855648,2.322554,0.3,NGC_752, ,028.51652609737,+37.25968481091
37,028.05852062934,+37.57553822117,342717362062156928,136.0522666616,-23.7423962108,2.2326,9.747,-11.641,138,12.550038,0.769637,1.0,NGC_752,Gaia DR2 342717362062156928,028.05846767839,+37.57558834213
38,028.90399633825,+37.37027071860,342523783591381504,136.8185177244,-23.7648007059,2.2392,9.903,-11.966,140,14.884007,1.349050,1.0,NGC_752,Gaia DR2 342523783591381504,028.90394268737,+37.37032223887
39,029.06464794621,+37.64484739277,342536050017932288,136.8716072930,-23.4660245801,2.2678,9.801,-12.059,134,9.934713,0.664526,1.0,NGC_752,Gaia DR2 342536050017932288,029.06459465226,+37.64489931345
40,029.09021129758,+37.60229030764,342532923281905408,136.9054318555,-23.5015017267,2.2049,9.827,-11.905,121,9.094394,1.205525,1.0,NGC_752,Gaia DR2 342532923281905408,029.09015789284,+37.60234156527
41,027.95343992273,+37.48689692037,342715132974478208,135.9888046261,-23.8493054883,2.2043,9.624,-12.263,107,16.046572,1.966614,1.0,NGC_752,Gaia DR2 342715132974478208,027.95338770208,+37.48694971939
42,029.01227314595,+37.60902502008,342535706420556544,136.8386244255,-23.5117286549,2.2483,9.732,-11.411,128,14.063810,1.070389,1.0,NGC_752,Gaia DR2 342535706420556544,029.01222025269,+37.60907415076
43,029.61502106859,+37.58947460143,342851674278775680,137.3450107048,-23.3992973501,2.1452,9.535,-11.774,113,11.812706,0.661291,1.0,NGC_752,Gaia DR2 342851674278775680,029.61496925964,+37.58952529503
44,029.22251892180,+37.89723572879,342921257045010432,136.9276957925,-23.1892212405,2.1480,9.621,-11.746,120,14.929374,1.359867,1.0,NGC_752,Gaia DR2 342921257045010432,029.22246642775,+37.89728630183
45,029.40702478075,+37.81683338819,342916339306367872,137.1041138010,-23.2265807113,2.3564,10.341,-12.471,90,9.905498,0.661542,0.4,NGC_752, ,029.40696841974,+37.81688708276
46,029.55581373507,+38.19480351295,342949500750043008,137.1129204289,-22.8309289320,2.2641,9.789,-11.158,140,12.813105,0.819293,1.0,NGC_752,Gaia DR2 342949500750043008,029.55576010685,+38.19485155433
47,029.05371129518,+38.02861203635,342932046002729600,136.7496235406,-23.0988806018,2.3039,10.320,-11.843,126,10.936433,0.631675,0.8,NGC_752, ,029.05365488642,+38.02866302703
48,027.68795776800,+37.80268262936,342772651176358144,135.6799712075,-23.5963845086,2.3134,10.052,-11.934,136,10.240781,0.568924,1.0,NGC_752,Gaia DR2 342772651176358144,027.68790299261,+37.80273401185
49,029.35837273629,+37.72208965143,342862875553475072,137.0922875631,-23.3282537973,2.2724,9.675,-11.219,97,10.335221,0.595590,1.0,NGC_752,Gaia DR2 342862875553475072,029.35832007267,+37.72213795545
50,030.05348449311,+37.89583942739,342882636699214464,137.6126297195,-23.0074130263,2.3081,9.717,-12.012,158,16.376646,1.895329,0.9,NGC_752, ,030.05343147627,+37.89589114571
51,029.05008184728,+38.01354724343,342931736765085312,136.7510497611,-23.1141581115,2.2381,9.613,-11.126,114,14.985013,1.606356,1.0,NGC_752,Gaia DR2 342931736765085312,029.05002931376,+38.01359514703
52,028.40214133459,+37.96192668088,342752615154145408,136.2301188854,-23.2991312438,2.2044,10.161,-11.631,98,12.110888,0.698965,0.8,NGC_752, ,028.40208584539,+37.96197675878
53,028.32938538812,+37.98484867049,342755402587781888,136.1633416351,-23.2918491867,2.2380,10.068,-11.870,91,12.779762,0.798808,1.0,NGC_752,Gaia DR2 342755402587781888,028.32933038962,+37.98489977742
54,027.76469240021,+37.77612740823,342773059198043648,135.7512815782,-23.6069907718,2.1865,10.087,-12.026,135,8.910769,1.239933,1.0,NGC_752,Gaia DR2 342773059198043648,027.76463745385,+37.77617918683
55,029.13259196575,+37.74945953799,342912254793586688,136.8970786225,-23.3507529330,2.1639,10.038,-11.335,122,16.217613,1.828478,1.0,NGC_752,Gaia DR2 342912254793586688,029.13253730602,+37.74950834145
56,029.52626177249,+37.63516300655,342864185519621760,137.2575644754,-23.3750250671,2.2677,10.564,-11.938,111,12.888173,0.884768,0.6,NGC_752, ,029.52620433714,+37.63521440626
57,029.26328874115,+37.92901571257,342921738081340928,136.9519141194,-23.1498660654,2.3144,9.351,-12.086,115,11.654431,0.632093,0.9,NGC_752, ,029.26323769822,+37.92906774950
58,027.75948132801,+38.26875770354,342801272838362880,135.6131421017,-23.1309431093,2.2786,9.960,-11.531,98,16.676018,1.975307,1.0,NGC_752,Gaia DR2 342801272838362880,027.75942670747,+38.26880735089
59,029.49732925528,+37.91493936316,342918645704887040,137.1491365689,-23.1125898656,2.1961,9.791,-12.010,110,9.852903,0.624727,1.0,NGC_752,Gaia DR2 342918645704887040,029.49727582082,+37.91499107287
60,029.23049167782,+37.57817088251,342860131070506624,137.0292211353,-23.4944308299,2.1186,10.028,-11.713,114,16.706690,2.014372,0.8,NGC_752, ,029.23043719840,+37.57822131347
61,029.19056358776,+37.79517400919,342913938420759680,136.9315543738,-23.2942963177,2.0973,10.093,-11.345,105,16.114824,1.790298,0.6,NGC_752, ,029.19050859455,+37.79522285570
62,029.23240400085,+37.79979139759,342914075859711744,136.9648118622,-23.2808352335,2.2217,9.917,-11.692,101,11.095889,0.558315,1.0,NGC_752,Gaia DR2 342914075859711744,029.23234996322,+37.79984173813
63,029.74944816185,+38.02186892377,342896861630882816,137.3241306398,-22.9544638557,2.1672,9.111,-11.622,127,11.586987,0.620464,1.0,NGC_752,Gaia DR2 342896861630882816,029.74939836602,+38.02191896293
64,029.16345825308,+37.86139303027,342915411593428736,136.8895109615,-23.2364046251,2.2317,9.619,-11.625,94,10.288390,0.532245,1.0,NGC_752,Gaia DR2 342915411593428736,029.16340579547,+37.86144308234
65,029.28259072138,+37.82437833543,342917133876421760,136.9990048820,-23.2463422565,2.1360,10.001,-11.830,107,15.805253,1.661007,0.8,NGC_752, ,029.28253620789,+37.82442927014
66,029.55390717969,+37.25557041684,342837346268970112,137.3959589702,-23.7334632628,2.2275,9.887,-12.512,111,12.264059,0.727627,0.9,NGC_752, ,029.55385369715,+37.25562428794
67,029.41157917993,+38.14172179947,342948023281158528,137.0105601366,-22.9132805036,2.2807,10.061,-11.345,132,12.723693,0.786036,1.0,NGC_752,Gaia DR2 342948023281158528,029.41152410171,+38.14177064598
68,028.85378126862,+37.91753189709,342930259296346752,136.6169031859,-23.2481826847,2.2405,9.703,-11.630,105,14.445396,1.187883,1.0,NGC_752,Gaia DR2 342930259296346752,028.85372831255,+37.91758197069
69,028.93647377412,+37.91183374634,342929709540532480,136.6869742092,-23.2362179203,2.1867,9.959,-11.561,106,13.666807,0.983096,1.0,NGC_752,Gaia DR2 342929709540532480,028.93641942509,+37.91188352286
70,029.62429093341,+37.86038644237,342893803614055168,137.2702901594,-23.1371235372,2.2006,9.404,-11.593,111,9.045796,1.128301,1.0,NGC_752,Gaia DR2 342893803614055168,029.62423964901,+37.86043635666
71,028.41329344540,+37.65394623241,342732450282586880,136.3266850731,-23.5942260314,2.2861,9.924,-11.744,123,14.552052,1.218908,1.0,NGC_752,Gaia DR2 342732450282586880,028.41323947601,+37.65399679684
72,028.36661372601,+38.01067204172,342755844968223744,136.1869175961,-23.2593148389,2.2590,10.297,-12.164,91,17.293080,2.345097,0.6,NGC_752, ,028.36655745674,+38.01072441448
73,027.99638815223,+37.81735906956,342775601817648768,135.9332732879,-23.5210138891,2.3669,9.846,-12.065,120,17.612911,2.534477,0.8,NGC_752, ,027.99633448871,+37.81741101608
74,029.55620857767,+37.71262459991,342866487622080640,137.2588872922,-23.2940272081,2.4059,9.754,-11.756,103,16.816824,2.056035,0.8,NGC_752, ,029.55615549081,+37.71267521601
75,028.43727499165,+37.59529060836,342731316411310208,136.3633865101,-23.6459029333,2.2775,10.129,-11.768,140,16.970808,2.179322,1.0,NGC_752,Gaia DR2 342731316411310208,028.43721995087,+37.59534127612
76,028.91409908587,+37.88120244392,342929297223676160,136.6773975873,-23.2704612578,2.1578,9.602,-11.940,93,8.651159,1.164807,1.0,NGC_752,Gaia DR2 342929297223676160,028.91404670689,+37.88125385224
77,028.42996259689,+37.72285965648,342736023695458560,136.3209959595,-23.5242555414,2.2980,10.094,-11.626,111,14.392435,1.183366,1.0,NGC_752,Gaia DR2 342736023695458560,028.42990765197,+37.72290971286
78,029.08997154135,+37.96348328025,342928438230207232,136.7986749667,-23.1538660663,2.2313,9.730,-11.136,115,17.464188,2.237831,0.8,NGC_752, ,029.08991840471,+37.96353122690
79,029.35004569758,+38.10285260779,342924448204603008,136.9716186190,-22.9639565651,2.1638,9.937,-11.494,105,12.525718,0.757230,0.9,NGC_752, ,029.34999132714,+38.10290209583
80,029.01541347451,+37.98949830263,342931530606658304,136.7294926268,-23.1446809785,2.2512,9.606,-11.741,134,11.339031,0.594984,1.0,NGC_752,Gaia DR2 342931530606658304,029.01536099645,+37.98954885415
81,029.65882897301,+37.53764367833,342850372904927232,137.3971538407,-23.4393337464,2.2889,9.653,-11.374,112,11.403238,0.589038,1.0,NGC_752,Gaia DR2 342850372904927232,029.65877655938,+37.53769264971
82,028.20112652342,+37.87451131255,342753267987747456,136.0878135538,-23.4245185168,2.0670,9.790,-11.929,120,17.094368,2.119692,0.8,NGC_752, ,028.20107312375,+37.87456267351
83,029.68416200305,+37.49893003037,342847349247952512,137.4300182347,-23.4708539741,2.3444,9.996,-11.624,104,15.468977,1.560579,1.0,NGC_752,Gaia DR2 342847349247952512,029.68410775516,+37.49898007814
84,029.57676187790,+38.11497175611,342945789898166272,137.1541525366,-22.9030474803,2.2674,9.779,-11.464,131,12.445225,0.753423,1.0,NGC_752,Gaia DR2 342945789898166272,029.57670836308,+38.11502111499
85,029.04762487798,+37.91817424657,342927888474397568,136.7770178014,-23.2065146741,2.2235,9.933,-11.704,124,14.402069,1.420507,1.0,NGC_752,Gaia DR2 342927888474397568,029.04757066617,+37.91822463878
86,029.26300788604,+38.13401705991,342937195667536512,136.8908288600,-22.9527207394,2.1494,9.535,-11.883,120,8.640720,1.175895,1.0,NGC_752,Gaia DR2 342937195667536512,029.26295569288,+38.13406822282
87,029.39961792389,+37.97302076801,342922837593175424,137.0511837886,-23.0780540485,2.2436,9.596,-11.432,125,13.935781,1.259511,1.0,NGC_752,Gaia DR2 342922837593175424,029.39956551223,+37.97306998911
88,028.97146540464,+37.94348265654,342929881339221504,136.7066594458,-23.1983209542,2.0855,9.135,-11.151,132,14.969895,1.389057,0.8,NGC_752, ,028.97141553095,+37.94353066778
89,029.43522463378,+38.18517939877,342948603100672896,137.0169684166,-22.8663833295,2.2821,9.763,-11.416,139,12.634541,0.764718,1.0,NGC_752,Gaia DR2 342948603100672896,029.43517115507,+38.18522855098
90,029.09626864093,+37.63414089841,342908333487342592,136.9010463958,-23.4695438947,2.1962,9.617,-11.669,126,12.670592,0.776716,1.0,NGC_752,Gaia DR2 342908333487342592,029.09621635504,+37.63419113993
91,028.99177123707,+38.01736183591,342932350944985472,136.7018276646,-23.1228585533,2.1317,9.760,-11.141,106,14.628293,1.242744,1.0,NGC_752,Gaia DR2 342932350944985472,028.99171789744,+38.01740980409
92,029.51158687618,+38.04174140719,342943797033352192,137.1226938206,-22.9876377403,2.2232,9.090,-11.862,123,12.742944,0.805507,0.8,NGC_752, ,029.51153718165,+38.04179247968
93,029.81171353377,+38.01530649063,342899537393760512,137.3772544398,-22.9469624465,2.2507,9.688,-11.794,122,8.719709,1.177611,1.0,NGC_752,Gaia DR2 342899537393760512,029.81166058911,+38.01535727034
94,029.49080899439,+37.80618571162,342870640854339200,137.1765371957,-23.2185108343,2.2376,9.465,-11.709,105,11.292908,0.668658,1.0,NGC_752,Gaia DR2 342870640854339200,029.49075741524,+37.80623612536
95,029.31328212117,+37.92707479981,342921046590987392,136.9937396308,-23.1409380652,2.1623,9.263,-12.429,115,16.864794,2.235693,0.6,NGC_752, ,029.31323155993,+37.92712831355
96,029.69978717133,+38.43548142783,342959224555819904,137.1579200733,-22.5683206376,2.2866,9.925,-11.911,117,9.943378,0.641285,1.0,NGC_752,Gaia DR2 342959224555819904,029.69973261727,+38.43553271129
97,029.55294190935,+37.57786285202,342863051648264064,137.2970633510,-23.4241775939,2.1213,9.191,-11.083,121,10.853098,0.537485,0.8,NGC_752, ,029.55289197733,+37.57791057048
98,029.26040743397,+37.88539498191,342920501130956800,136.9625062586,-23.1924467346,2.1920,9.920,-11.857,119,11.211011,0.593479,1.0,NGC_752,Gaia DR2 342920501130956800,029.26035331722,+37.88544603287
99,029.19595270379,+37.67509694993,342908681380806528,136.9716772607,-23.4086630153,2.1927,9.925,-11.055,100,15.209630,1.451589,1.0,NGC_752,Gaia DR2 342908681380806528,029.19589871359,+37.67514454783
100,029.56385708323,+37.55539319354,342851128819053696,137.3129450127,-23.4433453872,2.2228,9.912,-12.376,121,13.093517,0.868405,1.0,NGC_752,Gaia DR2 342851128819053696,029.56380325047,+37.55544647908
101,029.36449828266,+37.58617890479,342860921344487296,137.1381549900,-23.4575715038,2.3704,9.813,-11.580,103,10.660612,0.542549,1.0,NGC_752,Gaia DR2 342860921344487296,029.36444496554,+37.58622876311
102,029.33637545375,+37.86196493001,342917610616684032,137.0322341629,-23.1985486294,2.1557,10.074,-11.038,97,10.048100,0.663447,0.9,NGC_752, ,029.33632051436,+37.86201245472
103,029.19321385230,+37.91819477571,342921527627318528,136.8972818063,-23.1753564824,2.3833,9.893,-11.930,120,17.118845,2.129582,0.7,NGC_752, ,029.19315985878,+37.91824614098
104,029.47904119826,+37.34071228935,342841538155913984,137.3075869981,-23.6682850588,2.1577,9.789,-11.697,127,10.870809,0.555256,1.0,NGC_752,Gaia DR2 342841538155913984,029.47898818587,+37.34076265142
105,029.87342180322,+38.26778876378,342906825954977792,137.3505170126,-22.6910418488,2.3178,9.909,-11.673,126,11.226807,0.576171,1.0,NGC_752,Gaia DR2 342906825954977792,029.87336746309,+38.26783902252
106,029.31123226121,+37.90298432011,342920737352871680,136.9992310074,-23.1645489328,2.3007,9.745,-11.595,108,13.253349,0.907886,1.0,NGC_752,Gaia DR2 342920737352871680,029.31117908643,+37.90303424301
107,028.25632699189,+38.23266501034,342811752558677376,136.0334653715,-23.0672094024,2.2312,10.115,-11.757,118,11.067857,0.571283,0.9,NGC_752, ,028.25627154887,+38.23271563074
108,029.64340674876,+37.67083886720,342865250671630336,137.3437310126,-23.3148927357,2.2442,9.720,-11.640,99,13.455098,0.938556,1.0,NGC_752,Gaia DR2 342865250671630336,029.64335387675,+37.67088898385
109,029.44195604416,+38.07451348070,342946885113758720,137.0556217326,-22.9712998977,2.1968,10.172,-11.780,134,10.455539,0.614399,1.0,NGC_752,Gaia DR2 342946885113758720,029.44190040948,+38.07456420013
110,029.57030512268,+37.63772699108,342863773202760192,137.2932791946,-23.3628517456,2.2860,9.861,-11.508,111,11.122820,0.577632,0.9,NGC_752, ,029.57025150761,+37.63777653940
111,029.30055092581,+37.99018420218,342923456068249472,136.9644439431,-23.0829936360,2.2792,9.976,-12.032,112,9.303851,0.647254,1.0,NGC_752,Gaia DR2 342923456068249472,029.30049642591,+37.99023600661
112,029.33094773125,+37.98981429815,342922665794266624,136.9895977380,-23.0767840542,2.2486,9.726,-11.948,123,11.969494,0.674665,1.0,NGC_752,Gaia DR2 342922665794266624,029.33089459740,+37.98986574092
113,029.81546611249,+38.03612545931,342899576050210304,137.3739635742,-22.9261542130,2.2021,9.975,-11.542,126,15.391258,1.526911,1.0,NGC_752,Gaia DR2 342899576050210304,029.81541158389,+38.03617515402
114,029.82517947785,+37.83034174858,342879716121465344,137.4450252194,-23.1214190017,2.2817,9.524,-11.952,86,13.826023,1.026639,1.0,NGC_752,Gaia DR2 342879716121465344,029.82512756019,+37.83039320857
115,029.01965795239,+37.77989772417,342924688723126528,136.7944938913,-23.3456202308,2.2351,9.850,-11.833,113,16.043201,1.781349,1.0,NGC_752,Gaia DR2 342924688723126528,029.01960429429,+37.77994867180
116,029.26169251031,+38.23425562365,342964137998442368,136.8600594875,-22.8565672434,2.1878,9.494,-11.584,128,12.311335,0.713360,1.0,NGC_752,Gaia DR2 342964137998442368,029.26164047002,+38.23430549919
117,029.72048041150,+37.81584765060,342890127122193280,137.3631639547,-23.1586135007,2.2291,9.701,-11.331,82,8.773201,1.196440,1.0,NGC_752,Gaia DR2 342890127122193280,029.72042753936,+37.81589643684
118,029.32130047371,+37.43577504301,342855251987671040,137.1474105679,-23.6115957797,2.1914,9.718,-11.589,139,10.077931,0.612835,1.0,NGC_752,Gaia DR2 342855251987671040,029.32124777905,+37.43582494008
119,028.91933072129,+37.82707864169,342925929969322112,136.6975242795,-23.3214977424,2.2759,9.993,-11.912,142,14.662382,1.260722,1.0,NGC_752,Gaia DR2 342925929969322112,028.91927624941,+37.82712992946
120,029.29372643113,+38.03510342611,342923761009838976,136.9454601062,-23.0412615985,2.3140,10.050,-11.849,132,12.221546,0.711252,1.0,NGC_752,Gaia DR2 342923761009838976,029.29367149331,+38.03515444263
121,029.06035866401,+37.81858422157,342925242774554112,136.8168362820,-23.2996856600,2.1273,9.806,-12.054,114,14.519963,1.487639,1.0,NGC_752,Gaia DR2 342925242774554112,029.06030521762,+37.81863612072
122,028.97303635373,+37.82401789321,342925792530368256,136.7429164182,-23.3130542700,2.2081,9.949,-11.836,122,13.672111,0.978980,1.0,NGC_752,Gaia DR2 342925792530368256,028.97298212394,+37.82406885375
123,029.65374757652,+37.75292863963,342866144024819840,137.3272729880,-23.2337935557,2.2435,9.479,-11.679,113,9.491950,0.582949,1.0,NGC_752,Gaia DR2 342866144024819840,029.65369595828,+37.75297892420
124,029.41887901486,+37.44687044447,342854805311070976,137.2253282589,-23.5795479459,2.3143,9.975,-11.535,129,15.522963,1.614904,1.0,NGC_752,Gaia DR2 342854805311070976,029.41882491863,+37.44692010904
125,029.21019222195,+38.03276763262,342934313745568768,136.8773637182,-23.0614684215,2.0659,9.987,-11.389,130,8.720927,1.049124,0.8,NGC_752, ,029.21013763026,+38.03281666858
126,029.38574195337,+37.70154347492,342868480486909568,137.1211201376,-23.3420400352,2.3123,10.331,-11.188,112,13.743742,1.015441,0.9,NGC_752, ,029.38568573455,+37.70159164546
127,030.09151901081,+38.04464908051,342888134256062208,137.5976199197,-22.8562434297,2.2255,9.466,-12.038,128,10.592351,0.546819,1.0,NGC_752,Gaia DR2 342888134256062208,030.09146725865,+38.04470091078
128,029.54435888620,+37.40157694780,342843329158458624,137.3435135614,-23.5953757635,2.2847,9.729,-12.066,121,13.364491,0.912337,1.0,NGC_752,Gaia DR2 342843329158458624,029.54430615598,+37.40162889862
129,029.70312887404,+37.78358359368,342889611726120832,137.3586995965,-23.1934287628,2.1466,9.421,-11.793,98,15.121144,1.437058,1.0,NGC_752,Gaia DR2 342889611726120832,029.70307755037,+37.78363436909
130,029.33648483484,+37.38771890982,342854392994216064,137.1745132616,-23.6544716892,2.2914,9.597,-11.321,139,15.151136,1.432178,1.0,NGC_752,Gaia DR2 342854392994216064,029.33643282966,+37.38776765300
131,029.04297103455,+37.74995665925,342912800253322240,136.8226290615,-23.3694731169,2.1111,9.816,-12.014,119,9.954730,0.556087,1.0,NGC_752,Gaia DR2 342912800253322240,029.04291758331,+37.75000838618
132,029.88127852288,+37.74595830054,342878307372199936,137.5172381176,-23.1898128564,2.2538,9.890,-11.606,111,14.997308,1.372222,1.0,NGC_752,Gaia DR2 342878307372199936,029.88122467160,+37.74600827081
133,029.00389344728,+37.75380497817,342924486860314752,136.7890875542,-23.3741070578,2.2716,9.479,-11.685,113,16.130777,1.805594,0.9,NGC_752, ,029.00384182843,+37.75385528858
134,029.54760661335,+37.65924822550,342864597836478080,137.2679479879,-23.3471887292,2.0516,9.769,-11.635,105,11.300175,0.581288,0.8,NGC_752, ,029.54755348310,+37.65929832063
135,029.01597158177,+37.76648093001,342924521220052224,136.7953802031,-23.3593256615,2.3008,9.918,-11.788,122,17.390007,2.171118,1.0,NGC_752,Gaia DR2 342924521220052224,029.01591756304,+37.76653168389
136,028.73762824072,+37.97263410610,342744029514480640,136.5048637504,-23.2194230827,2.1954,9.943,-11.964,95,15.984555,1.772526,1.0,NGC_752,Gaia DR2 342744029514480640,028.73757393409,+37.97268561775
