SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
85,265.67898697712,-31.82366160116,4054348693911542912,-2.7880589084,-0.9783533537,2.2960,-1.538,-6.592,151,17.267317,2.799089,0.5,NGC_6405, ,265.67899477062,-31.82363321894
86,265.01397792512,-33.11676070770,4054105671827963264,-4.1825459038,-1.1856015519,2.2870,-1.389,-6.137,156,13.671695,1.134174,1.0,NGC_6405,Gaia DR2 4054105671827963264,265.01398506541,-33.11673428451
87,264.99380276926,-33.08931516829,4054105981065633792,-4.1682646209,-1.1567049186,2.2982,-0.825,-5.322,158,17.864471,2.874472,0.9,NGC_6405, ,264.99380700893,-33.08929225412
88,265.18474425143,-32.92401775386,4054114571000814720,-3.9431523347,-1.2047585430,2.1697,-1.500,-5.995,141,17.429325,2.824978,1.0,NGC_6405,Gaia DR2 4054114571000814720,265.18475194549,-32.92399194205
89,264.89287031166,-33.21028428804,4054103399738215552,-4.3156775606,-1.1494349013,2.1563,-1.666,-5.687,150,12.202865,0.841984,1.0,NGC_6405,Gaia DR2 4054103399738215552,264.89287888504,-33.21025980235
90,264.80710810314,-33.09756635465,4054108145681937536,-4.2584689958,-1.0286499552,2.2031,-2.438,-4.590,131,17.737358,3.091330,0.2,NGC_6405, ,264.80712063318,-33.09754659215
91,265.07441213498,-32.86900473538,4054118724183290368,-3.9456239463,-1.0970430837,2.3404,-2.068,-5.778,126,17.948483,2.771110,0.7,NGC_6405, ,265.07442273594,-32.86897985788
92,265.01730747967,-32.92826938953,4054116701304958336,-4.0213149754,-1.0878692878,2.3042,-1.251,-6.214,130,12.392442,0.857026,0.9,NGC_6405, ,265.01731389682,-32.92824263481
93,265.54580383869,-32.15114403542,4054305576753931648,-3.1259930946,-1.0547821035,2.1966,-1.209,-6.037,132,13.749545,1.092702,1.0,NGC_6405,Gaia DR2 4054305576753931648,265.54580998696,-32.15111804278
94,265.44547859585,-32.34081225486,4054296127805590528,-3.3319229148,-1.0827370214,2.1576,-1.433,-6.052,146,16.588848,2.201233,1.0,NGC_6405,Gaia DR2 4054296127805590528,265.44548589849,-32.34078619764
95,265.63688914268,-32.18384599939,4054304855199370368,-3.1131751988,-1.1375474106,2.1664,-1.390,-5.712,147,15.795055,1.760275,1.0,NGC_6405,Gaia DR2 4054304855199370368,265.63689621395,-32.18382140606
96,265.47768625340,-32.21248122727,4054302346938201216,-3.2085247988,-1.0381444661,2.1967,-1.167,-5.881,159,13.635039,1.086784,1.0,NGC_6405,Gaia DR2 4054302346938201216,265.47769219208,-32.21245590630
97,265.43550203967,-32.31115630864,4054297055538227328,-3.3111819991,-1.0599223043,2.1158,-1.334,-6.020,159,10.640482,0.313088,1.0,NGC_6405,Gaia DR2 4054297055538227328,265.43550883557,-32.31113038920
98,265.62682445272,-32.16498402337,4054304923918864640,-3.1016206529,-1.1203749641,2.3890,-0.934,-5.346,138,17.402292,2.569435,1.0,NGC_6405,Gaia DR2 4054304923918864640,265.62682920322,-32.16496100587
99,265.44229148799,-32.30859249331,4054297051225382784,-3.3059744660,-1.0634424481,2.1592,-1.473,-6.219,138,15.867940,1.845771,1.0,NGC_6405,Gaia DR2 4054297051225382784,265.44229899180,-32.30856571706
100,265.43549911405,-32.23768988570,4054301900261607040,-3.2487786322,-1.0211354580,2.0622,-1.533,-5.584,152,16.288357,1.977830,1.0,NGC_6405,Gaia DR2 4054301900261607040,265.43550691741,-32.23766584348
101,265.85028978212,-32.04837753594,4054283964477125760,-2.9028872416,-1.2201181153,2.1937,-1.472,-5.958,131,14.039572,1.231386,1.0,NGC_6405,Gaia DR2 4054283964477125760,265.85029725944,-32.04835188344
102,265.39645389280,-32.23426189449,4054300594591571968,-3.2633107930,-0.9912791798,2.1874,-1.025,-5.776,152,11.330391,0.547312,1.0,NGC_6405,Gaia DR2 4054300594591571968,265.39645911012,-32.23423702560
103,265.97567470519,-32.09787093568,4054281177036787840,-2.8893281784,-1.3365413991,2.3347,-0.988,-5.537,113,17.141245,2.481879,0.9,NGC_6405, ,265.97567972665,-32.09784709582
104,265.92103915034,-32.07322439567,4054282998091430272,-2.8925925480,-1.2842002778,2.1152,-1.475,-5.651,102,15.270726,1.520166,1.0,NGC_6405,Gaia DR2 4054282998091430272,265.92104664493,-32.07320006498
105,265.44473360779,-32.20318412079,4054302243859009024,-3.2153432539,-1.0095549541,2.1988,-1.042,-6.194,162,15.127919,1.549565,1.0,NGC_6405,Gaia DR2 4054302243859009024,265.44473890982,-32.20315745218
106,265.38158914206,-32.34091229497,4054296711940851456,-3.3605180132,-1.0369512409,2.1543,-1.081,-5.696,159,14.312490,1.217717,1.0,NGC_6405,Gaia DR2 4054296711940851456,265.38159465089,-32.34088777053
107,265.40282311182,-32.34634531883,4054296535829255296,-3.3556537894,-1.0550535858,2.2256,-2.096,-7.073,151,15.015352,1.521879,0.6,NGC_6405, ,265.40283379379,-32.34631486564
108,265.37698255017,-32.17058442052,4054303205932031360,-3.2179439414,-0.9436481244,2.3331,-1.064,-6.132,177,15.746165,1.783571,1.0,NGC_6405,Gaia DR2 4054303205932031360,265.37698796221,-32.17055801885
109,265.29447082352,-32.25256485386,4054301109987430400,-3.3244537354,-0.9277361661,2.1295,-1.352,-5.770,175,12.109493,0.774600,1.0,NGC_6405,Gaia DR2 4054301109987430400,265.29447770667,-32.25254001080
110,265.58290632106,-32.19589988990,4054305228856570496,-3.1474861634,-1.1050570729,2.1075,-0.904,-5.997,151,17.813490,2.776279,0.9,NGC_6405, ,265.58291092054,-32.19587406948
111,265.44357354331,-32.27294802973,4054298842244868352,-3.2751232588,-1.0455475396,2.2118,-1.365,-6.285,151,13.975102,1.203517,1.0,NGC_6405,Gaia DR2 4054298842244868352,265.44358049421,-32.27292096931
112,265.27855203605,-32.26983406420,4054300972548475136,-3.3462328808,-0.9254503157,2.1263,-1.754,-6.043,163,16.076664,1.864048,1.0,NGC_6405,Gaia DR2 4054300972548475136,265.27856096752,-32.26980804573
113,265.63186983215,-32.20779948498,4054304236724066816,-3.1357817635,-1.1465450208,2.1717,-1.496,-5.832,141,14.542523,1.355701,1.0,NGC_6405,Gaia DR2 4054304236724066816,265.63187744467,-32.20777437498
114,265.52791191434,-32.25895480652,4054298292489016704,-3.2256058245,-1.0987498838,2.0822,-1.921,-6.749,158,15.223164,1.676900,0.9,NGC_6405, ,265.52792169501,-32.25892574833
115,265.27547849920,-32.27981825103,4054300972529102080,-3.3560810799,-0.9285285302,2.2458,-1.304,-6.549,157,17.825584,2.688208,0.9,NGC_6405, ,265.27548513997,-32.27979005395
116,265.44848618946,-32.33633898365,4054296123512410496,-3.3267813414,-1.0825342551,2.1573,-1.616,-5.994,156,14.143002,1.195124,1.0,NGC_6405,Gaia DR2 4054296123512410496,265.44849442427,-32.33631317615
117,265.39710256021,-32.39779814976,4054295543689989504,-3.4019039933,-1.0781273196,1.9141,-1.033,-5.159,113,17.189205,2.396905,0.9,NGC_6405, ,265.39710782775,-32.39777593740
118,265.32615581738,-32.31699279052,4054299868723918208,-3.3649709944,-0.9845454125,2.1845,-1.457,-5.867,164,17.160892,2.507349,1.0,NGC_6405,Gaia DR2 4054299868723918208,265.32616324037,-32.31696752983
119,265.53842074044,-32.29472318187,4054297635340954240,-3.2513215169,-1.1251557873,2.2186,-1.218,-5.924,165,15.757366,1.796096,1.0,NGC_6405,Gaia DR2 4054297635340954240,265.53842694427,-32.29469767576
120,265.54322102571,-32.17679971123,4054305404954905728,-3.1489517447,-1.0664472280,2.4102,-0.594,-5.126,157,17.410769,2.895380,1.0,NGC_6405,Gaia DR2 4054305404954905728,265.54322404730,-32.17677764095
121,265.45110998359,-32.32938691216,4054296986818731648,-3.3197050815,-1.0807479951,2.2212,-1.349,-5.830,156,15.068582,1.526348,1.0,NGC_6405,Gaia DR2 4054296986818731648,265.45111685729,-32.32936181077
122,265.40727170117,-32.29896826013,4054297223024088704,-3.3134310647,-1.0332235278,2.1750,-0.900,-5.539,160,17.525148,3.121279,0.9,NGC_6405, ,265.40727628550,-32.29894441166
123,265.63430847915,-32.19367033301,4054304610366633088,-3.1226798004,-1.1408618767,1.9639,-1.540,-5.334,137,17.786186, ,1.0,NGC_6405,Gaia DR2 4054304610366633088,265.63431631435,-32.19364736718
124,265.46665466760,-32.38299907353,4054295814274274304,-3.3583216309,-1.1201942092,2.1463,-1.313,-6.134,147,11.901484,0.745712,1.0,NGC_6405,Gaia DR2 4054295814274274304,265.46666136183,-32.38297266325
125,265.27297121351,-32.24754039390,4054301071314242944,-3.3298116778,-0.9096486144,2.1735,-1.361,-6.189,177,10.894752,0.406423,1.0,NGC_6405,Gaia DR2 4054301071314242944,265.27297814210,-32.24751374682
126,265.36197127543,-32.18687303019,4054303171571987968,-3.2384893691,-0.9414696407,2.1387,-1.280,-6.254,176,15.899471,1.805399,1.0,NGC_6405,Gaia DR2 4054303171571987968,265.36197778732,-32.18684610325
127,265.36178610837,-32.19548691725,4054303171571984640,-3.2458857195,-0.9458891934,2.2155,-1.616,-4.512,156,15.441308,1.911668,0.8,NGC_6405, ,265.36179433041,-32.19546749058
128,265.66350970835,-32.05540820391,4054308119374589184,-2.9920753563,-1.0891226720,2.1267,-1.010,-6.755,141,11.379473,0.753268,0.9,NGC_6405, ,265.66351483924,-32.05537911988
129,265.37157734037,-32.25679440741,4054300521558429312,-3.2935622679,-0.9853202344,2.1588,-1.024,-5.795,154,11.713998,0.685951,1.0,NGC_6405,Gaia DR2 4054300521558429312,265.37158255389,-32.25676945672
130,265.44942757989,-32.13812303234,4054303583888838400,-3.1579787757,-0.9785865926,2.1636,-1.259,-5.476,167,12.732176,0.886007,1.0,NGC_6405,Gaia DR2 4054303583888838400,265.44943398152,-32.13809945512
131,265.37062420307,-32.27594758727,4054300422792626944,-3.3102512692,-0.9947570899,2.2324,-1.307,-6.690,147,14.415523,1.304437,0.8,NGC_6405, ,265.37063085884,-32.27591878310
