SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
20,280.39128165945,+05.82015609026,4285488685462367616,37.0014939815,4.8397559900,2.0662,1.859,-5.115,184,14.512713,1.259484,1.0,IC_4756,Gaia DR2 4285488685462367616,280.39127361395,+05.82017811318
21,280.34367050513,+05.78482419656,4285482638148419840,36.9483960360,4.8660767304,2.0991,1.487,-5.323,172,12.349949,0.792559,1.0,IC_4756,Gaia DR2 4285482638148419840,280.34366407000,+05.78484711503
22,281.06588524346,+05.93433581230,4285502257560290816,37.4077294826,4.2926042988,1.8782,1.090,-5.117,155,17.422638,2.130978,0.6,IC_4756, ,281.06588052512,+05.93435784383
23,280.31599401440,+05.75586577548,4285482122752337536,36.9099877676,4.8775780410,1.9685,1.693,-4.896,157,13.721831,1.013992,1.0,IC_4756,Gaia DR2 4285482122752337536,280.31598668816,+05.75588685548
24,280.85391078906,+05.78251837008,4285493324029057920,37.1763403533,4.4121074037,2.0652,1.433,-5.401,112,15.165681,1.426865,1.0,IC_4756,Gaia DR2 4285493324029057920,280.85390458764,+05.78254162439
25,280.76882609684,+05.96021203467,4285512629877466624,37.2970083490,4.5678866128,1.8993,1.080,-5.196,108,16.464163,1.847624,0.8,IC_4756, ,280.76882142157,+05.96023440634
26,280.58831242607,+05.71670559651,4285483080499205376,36.9976872759,4.6181334333,2.1074,1.414,-4.414,147,17.490772,2.615751,0.9,IC_4756, ,280.58830630758,+05.71672460123
27,280.29075399991,+05.64612807092,4285478721138569728,36.8003348958,4.8504518777,2.0633,1.273,-4.945,167,13.672728,1.026590,1.0,IC_4756,Gaia DR2 4285478721138569728,280.29074849222,+05.64614936189
28,280.34609601142,+05.68889186951,4285479305253713152,36.8635805107,4.8206185695,1.9389,1.169,-4.997,169,13.794222,1.023257,0.8,IC_4756, ,280.34609095331,+05.68891338437
29,280.60441328921,+05.96058728082,4285514828897608320,37.2232711106,4.7139641570,2.0543,1.407,-4.863,129,13.467068,0.967780,1.0,IC_4756,Gaia DR2 4285514828897608320,280.60440719836,+05.96060821874
30,280.19039436943,+05.79347823069,4285528847670888320,36.8870749837,5.0060660312,2.1578,1.334,-4.688,163,11.758631,0.694507,1.0,IC_4756,Gaia DR2 4285528847670888320,280.19038859633,+05.79349841513
31,280.25017144010,+05.84872029439,4285530638706041984,36.9634960810,4.9779188517,2.1860,0.990,-4.653,144,16.920338,2.245361,0.9,IC_4756, ,280.25016715530,+05.84874032814
32,280.05621216188,+06.00749254871,4285548299611328640,37.0184164726,5.2217120111,2.1079,1.418,-4.812,151,14.825784,1.311957,1.0,IC_4756,Gaia DR2 4285548299611328640,280.05620602289,+06.00751326704
33,280.08628529251,+06.04591358684,4285551769945344128,37.0663926834,5.2123357815,2.1503,1.378,-4.844,171,12.898369,0.924226,1.0,IC_4756,Gaia DR2 4285551769945344128,280.08627932627,+06.04593444295
34,280.15250712626,+05.87730162728,4285534585747184128,36.9451054800,5.0775183729,2.0918,1.297,-4.898,136,11.389253,0.613170,1.0,IC_4756,Gaia DR2 4285534585747184128,280.15250151244,+05.87732271589
35,280.30386209331,+05.89646834776,4285537063976560640,37.0304562919,4.9517980262,1.9177,1.248,-4.711,148,13.453525,0.950050,1.0,IC_4756,Gaia DR2 4285537063976560640,280.30385669140,+05.89648863123
36,280.31573365092,+05.85860578858,4285530913583347840,37.0018893572,4.9241754597,2.0103,2.022,-4.491,166,13.748275,1.042298,0.6,IC_4756, ,280.31572489938,+05.85862512483
37,279.87690873513,+05.95444007085,4285550051958091136,36.8901331808,5.3569838862,2.0519,1.185,-4.995,159,11.554284,0.646082,1.0,IC_4756,Gaia DR2 4285550051958091136,279.87690360537,+05.95446157710
38,280.20525923326,+05.88153132428,4285533932914141568,36.9726576257,5.0325934522,2.0109,1.607,-4.103,150,17.779064,2.048464,0.8,IC_4756, ,280.20525227762,+05.88154898997
39,280.14456377968,+05.85785731977,4285532356692500480,36.9241050263,5.0758000445,2.0391,1.371,-4.480,130,13.061962,0.913596,1.0,IC_4756,Gaia DR2 4285532356692500480,280.14455784578,+05.85787660866
40,279.97813429822,+06.04288435163,4285552285341089792,37.0149969279,5.3069761379,2.2548,1.151,-4.810,160,11.468840,0.663233,1.0,IC_4756,Gaia DR2 4285552285341089792,279.97812931483,+06.04290506135
41,280.44282101617,+05.91333872171,4285536475532788352,37.1081656142,4.8360611008,1.9283,1.476,-4.229,174,9.930661,0.450732,0.8,IC_4756, ,280.44281462717,+05.91335692990
42,280.02444385807,+06.05237753844,4285551976103412864,37.0443513326,5.2701450202,2.1027,1.203,-4.788,174,15.376310,1.483525,1.0,IC_4756,Gaia DR2 4285551976103412864,280.02443864945,+06.05239815344
43,280.14477687574,+05.89480432881,4285534693154747264,36.9573064834,5.0922756704,2.0682,1.109,-4.901,138,14.759816,1.284722,1.0,IC_4756,Gaia DR2 4285534693154747264,280.14477207550,+05.89482543034
44,280.51905965026,+06.08678855521,4285564070732953344,37.2978429423,4.8466647186,2.2112,1.166,-5.096,132,17.277836,2.475489,1.0,IC_4756,Gaia DR2 4285564070732953344,280.51905460152,+06.08681049632
45,280.46158165136,+06.29741916554,4285583552704320896,37.4606616809,4.9926632690,2.2500,1.064,-5.310,97,15.808289,1.632009,0.8,IC_4756, ,280.46157704244,+06.29744202804
46,280.46767967076,+06.10763797387,4285566918260951296,37.2933859417,4.9016655940,1.9524,1.284,-5.036,138,12.131441,0.742796,1.0,IC_4756,Gaia DR2 4285566918260951296,280.46767411087,+06.10765965665
47,280.49680596570,+06.27447404771,4285582728070538880,37.4559504986,4.9510660593,1.9780,1.474,-5.061,79,16.485575,1.813961,0.8,IC_4756, ,280.49679958106,+06.27449583813
48,280.72556858383,+06.27276195929,4285573038624081536,37.5573514789,4.7473464644,2.1392,1.738,-4.777,135,15.693825,1.599174,0.9,IC_4756, ,280.72556105570,+06.27278252693
49,280.11407676444,+06.15358564806,4285559363447190272,37.1754158981,5.2361979388,2.0615,1.117,-4.516,161,13.950071,1.091325,1.0,IC_4756,Gaia DR2 4285559363447190272,280.11407192726,+06.15360509195
50,280.32786570604,+06.24018315829,4285581284962019584,37.3492198018,5.0855032045,2.1984,1.284,-4.471,103,11.003533,0.558605,1.0,IC_4756,Gaia DR2 4285581284962019584,280.32786014476,+06.24020240843
51,280.57976641191,+06.28000370996,4285576680756511744,37.4982295883,4.8799581439,2.2276,1.298,-5.039,130,11.418230,0.627079,1.0,IC_4756,Gaia DR2 4285576680756511744,280.57976078956,+06.28002540565
52,280.25413761805,+06.23306214432,4285584338654947840,37.3096694726,5.1477173639,2.1106,1.149,-4.730,112,15.736997,1.651145,1.0,IC_4756,Gaia DR2 4285584338654947840,280.25413264155,+06.23308250960
53,280.48439784825,+06.25577088831,4285582109595237504,37.4336116509,4.9536410939,2.1008,1.056,-4.434,79,16.408892,1.902858,1.0,IC_4756,Gaia DR2 4285582109595237504,280.48439327435,+06.25578997914
54,278.77806464604,+07.54724398933,4478865499148092160,37.8290025129,7.0471303986,2.1414,1.589,-4.314,130,10.589770,0.360418,0.9,IC_4756, ,278.77805774473,+07.54726256350
55,281.57388028110,+06.69557786940,4285660823424816896,38.3174586255,4.1861234273,1.9214,1.549,-5.096,118,16.328459,1.764288,0.8,IC_4756, ,281.57387356599,+06.69559981051
56,280.83365878395,+06.45936967139,4285673815717922048,37.7730914732,4.7356608388,2.1749,1.428,-4.907,147,14.996672,1.373136,0.9,IC_4756, ,280.83365259634,+06.45939079875
57,280.90409213814,+06.70561407587,4285696080828590464,38.0252969305,4.7842651139,1.8909,0.835,-4.826,165,14.859754,1.324172,0.2,IC_4756, ,280.90408851824,+06.70563485448
58,280.05656121854,+06.18640479294,4286310364243647744,37.1789617550,5.3020345072,2.0532,1.199,-5.279,149,17.094898,2.108330,0.9,IC_4756, ,280.05655602594,+06.18642752197
59,279.89468004640,+06.12013051499,4286304351290171776,37.0467048356,5.4158650583,1.9622,1.490,-4.529,162,14.435061,1.363885,1.0,IC_4756,Gaia DR2 4286304351290171776,279.89467359435,+06.12015001485
60,279.83126419533,+06.01027685735,4286301254591108480,36.9196530502,5.4226710687,2.1119,1.447,-5.035,137,17.894176,2.330790,0.8,IC_4756, ,279.83125793075,+06.01029853582
61,279.85101427218,+06.12210547023,4286303114338968448,37.0288299150,5.4555169855,2.1624,0.949,-5.019,160,8.697660,1.305955,1.0,IC_4756,Gaia DR2 4286303114338968448,279.85101016277,+06.12212707981
62,279.80421891106,+06.41916648465,4286332388836451328,37.2742869563,5.6307938463,2.1811,1.006,-4.764,174,14.275010,1.185290,1.0,IC_4756,Gaia DR2 4286332388836451328,279.80421455234,+06.41918699632
63,279.81577976110,+06.33103572528,4286328471826150912,37.2004038482,5.5808697942,2.1224,1.312,-4.651,128,16.541925,1.896316,1.0,IC_4756,Gaia DR2 4286328471826150912,279.81577407755,+06.33105575042
64,280.38323084969,+06.66578784642,4286353206511930624,37.7556108585,5.2281445752,2.0959,1.423,-4.545,122,13.208054,0.952961,1.0,IC_4756,Gaia DR2 4286353206511930624,280.38322468119,+06.66580741517
65,279.89793082543,+06.50979216458,4286334690939319168,37.3977106748,5.5884174593,2.0430,1.563,-4.799,137,11.084085,0.701711,1.0,IC_4756,Gaia DR2 4286334690939319168,279.89792405218,+06.50981282694
66,280.23907207258,+06.61022150088,4286350943096442624,37.6410355480,5.3309809754,1.8824,1.329,-4.869,82,12.653669,0.854674,0.9,IC_4756, ,280.23906631220,+06.61024246463
67,280.39544827754,+06.50984943088,4286345857854962176,37.6213026632,5.1470713171,2.0837,1.460,-4.510,94,13.145292,0.968948,1.0,IC_4756,Gaia DR2 4286345857854962176,280.39544195064,+06.50986884894
68,280.20198346627,+06.37659581630,4286337817676664448,37.4148813462,5.2586708222,2.1167,1.645,-5.235,112,13.271117,0.970005,1.0,IC_4756,Gaia DR2 4286337817676664448,280.20197633954,+06.37661835588
69,280.07017701422,+06.46126256756,4286342524936032256,37.4315617518,5.4137463815,1.8824,1.125,-5.118,104,17.801994,2.102127,0.6,IC_4756, ,280.07017213951,+06.46128460339
70,279.68725371960,+06.32798601894,4286325379449833472,37.1398958488,5.6935710772,2.2301,0.990,-4.971,144,16.171986,1.794318,0.9,IC_4756, ,279.68724943097,+06.32800742186
71,279.65052468410,+06.38513445753,4286327058761787776,37.1746819635,5.7518839217,2.1347,1.142,-4.599,151,12.958329,0.920630,1.0,IC_4756,Gaia DR2 4286327058761787776,279.65051973646,+06.38515425878
72,279.53863430871,+06.37920228198,4286372383574220544,37.1190798394,5.8485272341,2.0532,1.162,-4.926,185,10.989979,0.594152,1.0,IC_4756,Gaia DR2 4286372383574220544,279.53862927448,+06.37922349115
73,279.46903778906,+06.33604207001,4286372452293719680,37.0490545168,5.8908925985,2.1418,1.225,-4.134,140,17.709492,2.390968,0.9,IC_4756, ,279.46903248234,+06.33605986918
74,279.40257933960,+06.64459172562,4286393274295771008,37.2963429205,6.0885730432,2.1423,1.204,-5.019,162,11.424767,0.645913,1.0,IC_4756,Gaia DR2 4286393274295771008,279.40257412066,+06.64461333520
75,279.34082997567,+06.49148317572,4286389735242547584,37.1310670276,6.0745800505,2.0808,1.044,-4.833,158,11.557136,0.689066,1.0,IC_4756,Gaia DR2 4286389735242547584,279.34082545167,+06.49150398447
76,279.96009919353,+06.72165921232,4286409522126676608,37.6157535995,5.6285749626,2.2048,1.297,-4.949,105,13.253664,1.098610,1.0,IC_4756,Gaia DR2 4286409522126676608,279.96009357057,+06.72168052051
77,280.54730434042,+06.84087311300,4286450036575992448,37.9862573860,5.1615039623,1.9402,1.079,-5.690,167,16.851923,2.090657,0.4,IC_4756, ,280.54729966142,+06.84089761161
78,279.86895171204,+06.99584373662,4286434776534038016,37.8210243592,5.8326597191,2.2180,0.534,-5.265,98,17.883377,2.372444,0.2,IC_4756, ,279.86894939563,+06.99586640537
79,280.55164721078,+06.80201097355,4286449177582460032,37.9533675247,5.1401536396,2.2466,1.589,-4.873,140,17.065678,2.121080,0.8,IC_4756, ,280.55164032075,+06.80203195452
80,279.60690667071,+06.91400755441,4286430314094767232,37.6300504279,6.0283028986,2.0822,0.441,-4.397,113,16.571194,1.947320,0.4,IC_4756, ,279.60690475805,+06.91402648594
81,279.57942557612,+06.87670128136,4286429008424699520,37.5842118032,6.0359257063,2.0706,0.985,-4.762,130,15.893004,1.647689,0.9,IC_4756, ,279.57942130442,+06.87672178442
82,277.60210891592,+05.19401283496,4284327326291649792,35.1816329224,7.0360630833,2.3015,0.697,-5.467,103,12.677798,0.978498,0.5,IC_4756, ,277.60210590257,+05.19403637343
83,279.44029620494,+07.02852844392,4286622866062305408,37.6583090307,6.2274905064,1.9595,1.297,-5.443,114,17.604046,1.365150,0.3,IC_4756, ,279.44029057835,+07.02855187906
84,279.74861827397,+07.15163092053,4286629012142359296,37.9070507300,6.0093187194,1.8943,1.403,-4.046,79,17.217478,1.274571,0.1,IC_4756, ,279.74861218591,+07.15164834081
85,280.36241891858,+06.97133655184,4286467594380450816,38.0202918611,5.3841259039,1.9863,0.944,-4.776,140,13.724671,0.988053,0.8,IC_4756, ,280.36241482386,+06.97135711517
86,280.98866509835,+06.97522239642,4286479100596157056,38.3047942200,4.8308454605,1.9153,1.274,-4.673,122,15.475878,1.478071,1.0,IC_4756,Gaia DR2 4286479100596157056,280.98865957217,+06.97524251628
87,278.58793281167,+07.23287554362,4286677356294822528,37.4607051295,7.0751710732,2.2991,0.973,-5.667,130,17.931786,2.332233,0.1,IC_4756, ,278.58792858876,+07.23289994320
88,279.51514540463,+07.24260596782,4286644817611481088,37.8842945748,6.2571463180,2.1527,0.684,-4.938,117,13.057729,1.006127,0.8,IC_4756, ,279.51514243594,+07.24262722865
89,278.66336268509,+03.96030311453,4283361611482250496,34.5544315191,5.5352501059,1.9631,0.332,-4.943,121,14.926279,1.444008,0.2,IC_4756, ,278.66336125222,+03.96032439689
90,280.30729658703,+07.21309605925,4286527032433869312,38.2125013626,5.5417018500,2.0188,1.197,-5.059,141,12.145739,0.771361,1.0,IC_4756,Gaia DR2 4286527032433869312,280.30729139217,+07.21311784106
91,280.00019460255,+07.13182730692,4286531567923991296,38.0019535877,5.7773855593,2.2252,1.328,-4.706,139,16.742886,1.996235,0.9,IC_4756, ,280.00018884019,+07.13184756886
92,280.15357175077,+07.01982524585,4286517106787821696,37.9701446605,5.5910789281,2.0133,2.004,-5.129,121,16.774628,2.137829,0.2,IC_4756, ,280.15356305727,+07.01984732904
93,280.38020220129,+07.04308235883,4286520882035465984,38.0926284246,5.4006374876,2.2710,0.827,-5.619,147,17.457382,2.327627,0.4,IC_4756, ,280.38019861352,+07.04310655175
94,278.97221670429,+04.04565019429,4283389477230740224,34.7709273812,5.2991200520,2.0542,0.787,-5.308,173,14.950917,1.461210,0.6,IC_4756, ,278.97221330735,+04.04567304818
95,278.66580078221,+04.10555744573,4283398994878563072,34.6856901979,5.5987956530,2.1830,0.942,-5.266,117,10.055844,0.668173,0.9,IC_4756, ,278.66579671594,+04.10558011879
96,278.61897323055,+04.13153274854,4283399991311038720,34.6877421103,5.6522002888,2.1911,1.046,-5.662,148,13.766520,1.124778,0.7,IC_4756, ,278.61896871521,+04.13155712660
97,280.80194109442,+07.41721158138,4286558231078579072,38.6172163124,5.1952780051,2.0710,1.201,-5.338,116,16.936777,2.091586,0.7,IC_4756, ,280.80193587981,+07.41723456444
98,280.54035650036,+07.32043928436,4286549404943444992,38.4132336979,5.3834547910,2.0731,1.101,-5.070,118,16.117182,1.729317,1.0,IC_4756,Gaia DR2 4286549404943444992,280.54035172099,+07.32046111353
99,279.82782435662,+07.46873035289,4286743636219254528,38.2274692576,6.0813935548,1.9211,1.983,-5.179,158,12.062976,0.844192,0.4,IC_4756, ,279.82781574565,+07.46875265136
100,280.11829844393,+07.58524833233,4286762950694226048,38.4620710735,5.8763009483,2.0251,0.703,-4.631,123,17.988640,2.350351,0.4,IC_4756, ,280.11829539041,+07.58526827136
101,278.46666899581,+04.23923747177,4283451633999459840,34.7152662237,5.8363831700,2.0414,1.354,-4.995,116,10.997649,0.731151,1.0,IC_4756,Gaia DR2 4283451633999459840,278.46666315009,+04.23925897802
102,278.44947417832,+04.40188625603,4283458501636388864,34.8533364412,5.9251826839,2.1185,0.942,-5.052,142,13.461090,1.164715,1.0,IC_4756,Gaia DR2 4283458501636388864,278.44947011049,+04.40190800770
103,280.01023551611,+04.01613168916,4283503719054965120,35.2150356257,4.3625298703,2.0960,1.772,-4.457,158,17.018768,2.232529,0.6,IC_4756, ,280.01022786788,+04.01615087902
104,279.50062009422,+07.64872710407,4286800158000097152,38.2431002549,6.4520246395,1.9977,0.992,-4.874,138,15.744820,1.578960,0.6,IC_4756, ,279.50061578477,+07.64874808935
105,278.68805792858,+05.12208925183,4284625049116364672,35.6074269217,6.0380750560,2.0706,1.644,-4.570,102,13.845037,1.319121,0.9,IC_4756, ,278.68805082187,+05.12210892822
106,279.91685958377,+04.13750007910,4283543649388328064,35.2812444815,4.5005437810,2.0874,1.232,-4.529,149,11.912211,0.866050,1.0,IC_4756,Gaia DR2 4283543649388328064,279.91685426547,+04.13751957896
107,280.25401462838,+04.16438326048,4283535712288364672,35.4580461523,4.2129290010,1.9851,1.734,-4.665,181,11.365897,0.693660,0.9,IC_4756, ,280.25400714278,+04.16440334590
108,279.96998041016,+04.26712651773,4283547085362300800,35.4212416779,4.5120090678,1.9309,1.165,-5.081,139,13.559736,1.110255,0.9,IC_4756, ,279.96997538024,+04.26714839426
109,278.99359785883,+05.41664137896,4284662849136453376,36.0096834065,5.8992678189,2.0374,1.976,-5.194,122,8.349101,1.569876,0.6,IC_4756, ,278.99358931289,+05.41666374202
110,278.62776323457,+05.32268261653,4284666555680307840,35.7602955936,6.1820853275,2.2227,1.222,-5.463,109,12.208083,0.879311,1.0,IC_4756,Gaia DR2 4284666555680307840,278.62775795040,+05.32270613778
111,278.64295272815,+05.13918704845,4284628111440287744,35.6024057393,6.0858831365,2.0654,1.129,-5.117,113,14.459173,1.304223,1.0,IC_4756,Gaia DR2 4284628111440287744,278.64294784756,+05.13920907998
112,278.94763636164,+05.33806392989,4284658038773033728,35.9184318043,5.9047001282,2.0579,1.425,-4.954,115,9.093105,1.398412,1.0,IC_4756,Gaia DR2 4284658038773033728,278.94763019950,+05.33808525961
113,278.27407929423,+05.04151686910,4284631547413814528,35.3480934599,6.3698239446,2.2115,0.956,-4.831,157,13.053184,1.161783,1.0,IC_4756,Gaia DR2 4284631547413814528,278.27407516213,+05.04153766924
114,278.60843662005,+05.38371041840,4284671473431100544,35.8063814147,6.2267570728,2.1479,1.237,-5.625,141,15.031219,1.486742,0.7,IC_4756, ,278.60843127048,+05.38373463715
115,279.12198885301,+05.37989062622,4284659000845576576,36.0346217622,5.7686023237,2.1733,1.647,-5.094,158,17.263218,2.211016,0.9,IC_4756, ,279.12198173038,+05.37991255872
116,278.57604185652,+05.11709085632,4284627836562395392,35.5523536750,6.1354080367,2.1392,0.992,-5.009,127,14.567923,1.322157,1.0,IC_4756,Gaia DR2 4284627836562395392,278.57603756832,+05.11711242285
117,278.95291885307,+05.25209117297,4284656144680988416,35.8436684217,5.8612473866,2.1134,1.326,-5.091,143,13.882550,1.188877,1.0,IC_4756,Gaia DR2 4284656144680988416,278.95291311983,+05.25211309255
118,278.35963057302,+05.23642205233,4284643779480917376,35.5618062837,6.3815872135,2.1849,1.098,-4.959,162,13.750461,1.180862,1.0,IC_4756,Gaia DR2 4284643779480917376,278.35962582571,+05.23644340358
119,278.61445163096,+05.14712164304,4284628008354960128,35.5966587667,6.1147983190,1.8979,1.679,-4.413,72,10.429372,0.714990,0.5,IC_4756, ,278.61444437266,+05.14714064346
120,278.78881328213,+05.13850669268,4284647799570915840,35.6676594502,5.9559066728,2.2238,1.127,-5.511,121,13.962688,1.266019,0.8,IC_4756, ,278.78880841019,+05.13853042060
121,279.99832534481,+04.58006345419,4283609070332538752,35.7140107106,4.6284509248,2.1729,1.508,-5.052,154,10.580070,0.709867,1.0,IC_4756,Gaia DR2 4283609070332538752,279.99831883123,+04.58008520586
122,279.72320066413,+04.48829804944,4283612849903950976,35.5073882800,4.8315246274,1.9892,1.245,-5.146,159,13.302000,1.132296,1.0,IC_4756,Gaia DR2 4283612849903950976,279.72319528722,+04.48832020583
123,279.68726959898,+04.40007170308,4283610169844275584,35.4121627471,4.8235560879,1.9398,0.888,-5.586,158,14.688631,1.579669,0.3,IC_4756, ,279.68726576434,+04.40009575391
124,279.89669138208,+04.38300101688,4283598934210206464,35.4917035200,4.6296283332,2.0395,1.044,-5.502,138,13.181267,1.061061,0.9,IC_4756, ,279.89668687390,+04.38302470605
125,279.87443400680,+04.32587631579,4283595360796710912,35.4305209233,4.6235611007,2.1789,1.071,-5.319,132,10.784511,0.679716,0.9,IC_4756, ,279.87442938238,+04.32589921704
126,279.68721474454,+04.40061428669,4283610169844275712,35.4126234993,4.8238503613,2.0844,1.417,-4.932,158,15.359590, ,1.0,IC_4756,Gaia DR2 4283610169844275712,279.68720862553,+04.40063552169
127,279.75370807541,+04.33633273473,4283597800338301312,35.3852070029,4.7356382144,2.1796,0.931,-4.868,157,16.763273,2.028588,1.0,IC_4756,Gaia DR2 4283597800338301312,279.75370405543,+04.33635369417
128,279.87512349918,+04.34307560869,4283595532595428096,35.4462196831,4.6307333505,1.9059,0.722,-4.857,147,16.566280,1.948854,0.2,IC_4756, ,279.87512038162,+04.34309652077
129,279.20358290429,+04.21363183049,4283580483028839936,35.0262092052,5.1693352737,1.9389,1.222,-4.997,141,10.938993,0.634930,1.0,IC_4756,Gaia DR2 4283580483028839936,279.20357762864,+04.21365334535
130,280.00469698618,+04.55958371085,4283608413174585472,35.6985709067,4.6135204286,2.0061,1.096,-5.027,156,11.772561,0.805015,0.9,IC_4756, ,280.00469225231,+04.55960535488
131,279.74949277498,+04.30772397608,4283596627785621888,35.3576999675,4.7264382644,2.1965,1.071,-4.348,163,14.547486,1.387740,0.8,IC_4756, ,279.74948815067,+04.30774269664
132,279.39957697847,+04.33789224016,4283588999923917952,35.2262420122,5.0512457475,2.0319,0.802,-4.589,104,13.392705,1.091825,0.7,IC_4756, ,279.39957351549,+04.33791199835
133,278.24022633168,+05.22307004770,4284685354766478592,35.4959066034,6.4817317164,2.2325,1.132,-5.060,139,15.768280,1.687411,1.0,IC_4756,Gaia DR2 4284685354766478592,278.24022143747,+05.22309183381
134,278.64362148220,+05.50572826592,4284679238732064256,35.9318420400,6.2504360199,2.2188,1.628,-4.637,126,14.772534,1.603240,1.0,IC_4756,Gaia DR2 4284679238732064256,278.64361444027,+05.50574823078
135,278.94016844386,+05.51538200134,4284676554359496448,36.0742152115,5.9912397379,2.1415,1.072,-5.387,139,16.059927,1.780225,1.0,IC_4756,Gaia DR2 4284676554359496448,278.94016380684,+05.51540519537
136,278.09788969428,+05.18353499597,4284684323973928832,35.3961117930,6.5904798062,2.2888,0.872,-4.983,161,12.963405,0.969848,0.7,IC_4756, ,278.09788592442,+05.18355645055
137,278.00696441286,+05.48771663282,4284713456721459200,35.6285675392,6.8082460979,2.2112,1.127,-5.692,167,15.563265,1.842791,0.7,IC_4756, ,278.00695953816,+05.48774114004
138,278.75332518771,+05.43330539065,4284674806325646208,35.9162721296,6.1203167386,2.1416,1.194,-5.042,131,13.334020,1.123273,1.0,IC_4756,Gaia DR2 4284674806325646208,278.75332002367,+05.43332709926
139,278.22914410394,+05.26228745541,4284691603926510976,35.5261441848,6.5092487073,2.1781,0.632,-4.858,137,16.666296,2.327128,0.8,IC_4756, ,278.22914137131,+05.26230837180
140,278.86229957518,+05.46758337290,4284675940196949504,35.9961936607,6.0389075661,2.1403,1.307,-4.493,110,16.251003,1.878314,1.0,IC_4756,Gaia DR2 4284675940196949504,278.86229392210,+05.46760271776
