SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
40,114.62163394355,-13.73478174774,3030643174490755840,230.5277934561,3.8975438195,1.0784,-0.895,-2.710,269,14.094260,0.805349,0.2,NGC_2423, ,114.62163791045,-13.73477007968
41,114.66939566428,-13.46830472792,3030668257099512576,230.3171745624,4.0678926767,0.9602,-0.808,-3.444,280,15.984329,1.199167,0.9,NGC_2423, ,114.66939924155,-13.46828989959
42,114.71064285276,-13.63303100299,3030651317748620032,230.4809698089,4.0226454936,1.0512,-0.569,-3.661,291,13.809953,0.749392,1.0,NGC_2423,Gaia DR2 3030651317748620032,114.71064537365,-13.63301524035
43,114.79809157068,-13.68400693662,3030649908999343488,230.5671254667,4.0719769695,1.0682,-0.681,-3.740,295,13.079763,0.644157,1.0,NGC_2423,Gaia DR2 3030649908999343488,114.79809458842,-13.68399083384
44,114.39513794498,-13.57261417382,3030663652894808704,230.2784601175,3.7841768889,1.0697,-0.730,-4.004,232,17.101880,1.584791,0.8,NGC_2423, ,114.39514117833,-13.57259693438
45,114.40856276805,-13.63593105077,3030659907683368576,230.3402690162,3.7647991373,1.0153,-0.623,-3.525,246,15.620625,1.290589,1.0,NGC_2423,Gaia DR2 3030659907683368576,114.40856552821,-13.63591587369
46,114.37608326330,-13.55158138884,3030663927772707072,230.2510160347,3.7782110686,0.9966,-0.686,-3.736,278,17.295738,1.930050,0.9,NGC_2423, ,114.37608630150,-13.55156530328
47,114.65874372508,-13.71037274949,3030644583239992832,230.5240329134,3.9409184986,1.1550,-0.755,-3.702,242,16.765783,1.483251,1.0,NGC_2423,Gaia DR2 3030644583239992832,114.65874707112,-13.71035681032
48,114.68379183856,-13.58054880300,3030654753722423168,230.4222787092,4.0254335254,1.1104,-0.741,-3.706,292,17.236960,1.603224,1.0,NGC_2423,Gaia DR2 3030654753722423168,114.68379512074,-13.58053284661
49,114.51030570332,-13.62440515167,3030659392287234304,230.3783755765,3.8567987113,1.0180,-0.657,-3.575,210,13.803207,0.737746,1.0,NGC_2423,Gaia DR2 3030659392287234304,114.51030861397,-13.62438975931
50,114.67619539811,-13.67920014511,3030645197417203328,230.5050290161,3.9709150341,0.9586,-0.808,-3.639,302,11.291691,0.558946,0.9,NGC_2423, ,114.67619897856,-13.67918447719
51,114.84844382011,-13.49365400428,3030657158903945088,230.4244637388,4.2075621149,0.9487,-0.516,-3.495,274,16.083070,1.295268,0.8,NGC_2423, ,114.84844610484,-13.49363895636
52,114.51721204016,-13.73701568989,3030645888910142464,230.4802448923,3.8078583060,1.0534,-0.846,-3.734,192,11.809713,0.482174,1.0,NGC_2423,Gaia DR2 3030645888910142464,114.51721578992,-13.73699961295
53,114.70762109207,-13.40712700286,3030670559201909376,230.2817676102,4.1301641824,1.0441,-0.775,-3.644,264,13.848495,0.764373,1.0,NGC_2423,Gaia DR2 3030670559201909376,114.70762452236,-13.40711131342
54,114.85880391745,-13.43803694054,3030680970203576320,230.3807100753,4.2434895358,0.9972,-0.781,-3.358,246,17.995537,1.776993,0.7,NGC_2423, ,114.85880737474,-13.43802248248
55,114.73024726038,-13.70420199155,3030644136563353984,230.5525730929,4.0045825875,1.0779,-0.949,-3.674,314,16.086893,1.239453,1.0,NGC_2423,Gaia DR2 3030644136563353984,114.73025146608,-13.70418617294
56,114.28976447945,-13.53658007532,3030664649326856576,230.1970210431,3.7121482642,1.0814,-0.621,-3.568,269,11.935009,0.531185,1.0,NGC_2423,Gaia DR2 3030664649326856576,114.28976722960,-13.53656471310
57,114.62843123492,-13.48602870955,3030668291459285504,230.3132436079,4.0244680093,1.0758,-0.731,-3.844,247,17.292370,1.663599,0.9,NGC_2423, ,114.62843447152,-13.48601215899
58,114.61999377723,-13.81989878541,3030641284705211520,230.6015187918,3.8546852039,1.1610,-0.369,-3.766,276,16.829130,1.467491,0.9,NGC_2423, ,114.61999541334,-13.81988257069
59,114.52833757813,-13.72483042577,3030645923269863808,230.4748489695,3.8232302759,1.0202,-0.693,-3.719,199,14.454088,0.852758,1.0,NGC_2423,Gaia DR2 3030645923269863808,114.52834064958,-13.72481441341
60,114.94256973923,-13.27481957913,3030684887213590656,230.2777135237,4.3942676769,1.0530,-0.720,-3.452,240,16.123917,1.474525,0.1,NGC_2423, ,114.94257292434,-13.27480471635
61,114.54627442737,-13.57226896599,3030661488231215232,230.3497767746,3.9127118318,1.0034,-0.760,-3.595,227,14.172165,0.798439,1.0,NGC_2423,Gaia DR2 3030661488231215232,114.54627779359,-13.57225348752
62,114.60595954043,-13.70549316898,3030646193849716608,230.4947207355,3.8985117610,1.0563,-0.576,-3.634,217,17.946379,1.882297,0.8,NGC_2423, ,114.60596209311,-13.70547752259
63,114.57294804596,-13.74128182608,3030643071411570944,230.5103966053,3.8530734006,1.0739,-0.931,-3.690,274,11.221779,0.647744,1.0,NGC_2423,Gaia DR2 3030643071411570944,114.57295217254,-13.74126593858
64,114.36774264302,-13.61698796526,3030660148201541760,230.3043535973,3.7393384669,0.9671,-0.862,-3.689,269,12.034602,0.514074,1.0,NGC_2423,Gaia DR2 3030660148201541760,114.36774646175,-13.61697208207
65,114.45575228081,-13.49805766343,3030665508320586624,230.2418762703,3.8719214152,1.1445,-1.196,-3.066,229,14.883054,0.968909,0.1,NGC_2423, ,114.45575757653,-13.49804446260
66,114.56365049421,-13.72087894006,3030646129428274944,230.4881276424,3.8551192599,1.0285,-0.723,-3.486,215,13.857269,0.747518,1.0,NGC_2423,Gaia DR2 3030646129428274944,114.56365369857,-13.72086393089
67,114.67701831120,-13.79028422676,3030641765741500800,230.6026477840,3.9174737007,1.0624,-0.756,-3.668,248,10.764669,1.193732,1.0,NGC_2423,Gaia DR2 3030641765741500800,114.67702166281,-13.79026843398
68,114.68402288167,-13.19540690102,3030700383455651968,230.0851498371,4.2132234090,1.0749,-0.676,-3.712,251,14.736345,0.903192,1.0,NGC_2423,Gaia DR2 3030700383455651968,114.68402587116,-13.19539091880
69,114.14754192020,-13.29824181815,3030731513379276672,229.9209158333,3.7068340183,1.0114,-0.811,-3.505,256,12.584081,0.564815,1.0,NGC_2423,Gaia DR2 3030731513379276672,114.14754550822,-13.29822672718
70,114.41520210575,-13.40782499594,3030714333510045568,230.1436266295,3.8813226661,1.0517,-0.693,-3.612,320,15.575279,1.074706,1.0,NGC_2423,Gaia DR2 3030714333510045568,114.41520517310,-13.40780944427
71,114.22881942762,-13.52675680191,3030711722170091904,230.1595886222,3.6651157318,1.0785,-0.836,-4.131,279,16.890488,1.669527,0.9,NGC_2423, ,114.22882312976,-13.52673901566
72,114.24891025749,-13.53921514130,3030711516011661568,230.1800041885,3.6761457753,1.0915,-0.783,-3.874,289,16.439362,1.626569,0.8,NGC_2423, ,114.24891372510,-13.53919846158
73,114.14525520097,-13.11891789888,3030742611574614272,229.7626527297,3.7918159074,1.0053,-0.542,-3.785,262,16.924164,1.485855,0.9,NGC_2423, ,114.14525759712,-13.11890160235
74,114.06596172065,-13.12014797718,3030737659471073664,229.7262339198,3.7236660898,1.0039,-0.785,-3.813,238,17.940166,1.900509,0.7,NGC_2423, ,114.06596519110,-13.12013156010
75,114.06630093390,-13.16984835125,3030736907857834496,229.7699662065,3.6998808291,1.1216,-0.579,-4.065,254,14.095304,0.968749,0.4,NGC_2423, ,114.06630349415,-13.16983084917
76,114.15818424889,-13.43472978132,3030716150274445312,230.0455600277,3.6497031270,1.0204,-0.898,-3.535,252,12.052985,0.498017,1.0,NGC_2423,Gaia DR2 3030716150274445312,114.15818822406,-13.43471456118
77,114.59396977007,-13.11431089653,3030748761968578176,229.9713244843,4.1760858050,1.0588,-0.674,-3.700,220,14.397242,0.844244,1.0,NGC_2423,Gaia DR2 3030748761968578176,114.59397274973,-13.11429496597
78,114.17932631091,-13.09306025794,3030743126970653056,229.7561067123,3.8333744241,1.0404,-0.666,-3.629,233,13.480746,0.693766,1.0,NGC_2423,Gaia DR2 3030743126970653056,114.17932925495,-13.09304463308
79,114.36105362943,-13.39660440090,3030714539668492928,230.1081450643,3.8407369205,1.1357,-0.801,-3.726,267,16.345410,1.317006,1.0,NGC_2423,Gaia DR2 3030714539668492928,114.36105717465,-13.39658835840
80,114.40700612411,-13.36345676508,3030720586982392320,230.1008767337,3.8959160042,1.0376,-0.689,-3.603,313,14.844294,0.917406,1.0,NGC_2423,Gaia DR2 3030720586982392320,114.40700917320,-13.36344125216
81,114.26632798346,-13.48510627608,3030712340645351808,230.1408394826,3.7172199311,1.0193,-0.769,-4.041,304,17.816813,2.095701,0.7,NGC_2423, ,114.26633138830,-13.48508887733
82,114.05511310507,-13.32512498741,3030730345148235648,229.9007955103,3.6151295551,1.0571,-0.764,-3.780,245,10.633768,1.210557,1.0,NGC_2423,Gaia DR2 3030730345148235648,114.05511648552,-13.32510871241
83,114.17799567723,-13.46534759606,3030715879698424320,230.0817543223,3.6517014102,0.9813,-0.680,-3.658,257,15.985016,1.185108,1.0,NGC_2423,Gaia DR2 3030715879698424320,114.17799868776,-13.46533184634
84,114.23860235038,-13.42692004016,3030713474516685824,230.0767441062,3.7218885628,1.0639,-0.558,-3.543,271,12.477074,0.521625,1.0,NGC_2423,Gaia DR2 3030713474516685824,114.23860482039,-13.42690478558
85,114.12264836861,-13.20734351907,3030735808346509952,229.8294732201,3.7297040146,0.8928,-0.421,-3.839,246,16.372610,1.271508,0.3,NGC_2423, ,114.12265023050,-13.20732699004
86,114.46704219793,-13.18365214514,3030727458929878272,229.9718200723,4.0343647266,1.0261,-0.925,-3.702,268,15.417112,1.034853,1.0,NGC_2423,Gaia DR2 3030727458929878272,114.46704628838,-13.18363620597
87,114.28888426874,-13.48596901170,3030712306285602688,230.1522675727,3.7359765802,1.0152,-0.604,-3.588,310,16.813400,1.457388,1.0,NGC_2423,Gaia DR2 3030712306285602688,114.28888694303,-13.48595356337
88,114.26478744171,-13.46857636922,3030713096559583744,230.1256288012,3.7239349586,1.0413,-0.297,-3.477,284,15.871082,1.259700,0.9,NGC_2423, ,114.26478875662,-13.46856139880
89,114.27209093824,-13.40805720256,3030715089424360448,230.0760616958,3.7595242146,1.0381,-0.740,-3.489,243,11.936975,0.464648,1.0,NGC_2423,Gaia DR2 3030715089424360448,114.27209421363,-13.40804218048
90,114.20401648537,-13.16721693704,3030739244320264960,229.8327925772,3.8184472468,0.9681,-1.008,-3.431,269,15.089288,0.994815,0.6,NGC_2423, ,114.20402094255,-13.16720216468
91,114.10398608017,-13.40950551099,3030717219728262784,229.9978415504,3.6158280520,1.1123,-0.749,-3.488,241,16.438215,1.354881,1.0,NGC_2423,Gaia DR2 3030717219728262784,114.10398939541,-13.40949049321
92,114.04645891010,-13.36494695725,3030729378773709184,229.9316126265,3.5884697028,1.0079,-0.829,-3.398,239,11.931153,0.458504,0.9,NGC_2423, ,114.04646257876,-13.36493232697
93,114.10720069460,-13.33004938875,3030729864111876736,229.9297233108,3.6570788500,1.0793,-0.661,-3.806,263,11.911032,0.483745,0.9,NGC_2423, ,114.10720361937,-13.33003300181
94,114.26937077261,-13.23384779802,3030737869930754304,229.9221239833,3.8417630439,1.0807,-0.757,-3.843,268,16.586535,1.419287,0.9,NGC_2423, ,114.26937412083,-13.23383125177
95,114.05968657704,-13.24575130068,3030734223496807168,229.8333796405,3.6574778323,1.0675,-0.810,-3.723,239,11.969315,0.471561,1.0,NGC_2423,Gaia DR2 3030734223496807168,114.05969015986,-13.24573527110
96,114.25773850497,-13.33704709491,3030718559757886720,230.0070503255,3.7817826208,1.0840,-0.644,-4.007,252,15.176741,1.002454,0.7,NGC_2423, ,114.25774135460,-13.33702984255
97,114.75547078980,-12.98567286021,3030757416318898688,229.9354250413,4.3761329418,1.0816,-0.711,-2.923,236,17.388370,1.173313,0.2,NGC_2423, ,114.75547393139,-12.98566027507
98,114.86666478745,-12.93340853922,3030759276048603904,229.9425930750,4.4962277013,0.9452,-0.688,-3.733,265,15.466694,1.048281,0.7,NGC_2423, ,114.86666782678,-12.93339246658
99,114.23298564739,-14.87227180857,3029866060291833088,231.3395511130,3.0148414816,0.9365,-0.964,-3.828,263,17.891989,1.784325,0.6,NGC_2423, ,114.23298994181,-14.87225532690
100,114.48359785800,-14.99095473069,3029848296307069440,231.5614610262,3.1685344138,0.8943,-0.819,-2.831,230,13.842223,0.726887,0.2,NGC_2423, ,114.48360150849,-14.99094254166
101,114.42352583912,-15.14976265393,3029842352072487808,231.6720008789,3.0404663381,0.9140,-0.516,-3.044,207,17.662548,1.719227,0.2,NGC_2423, ,114.42352814078,-15.14974954782
102,114.52750884071,-15.14545334285,3029842936188349568,231.7172523082,3.1301936333,0.9433,-0.754,-3.386,266,13.469178,0.792759,0.5,NGC_2423, ,114.52751220392,-15.14543876424
103,114.15649913334,-15.04898305120,3029853587706989056,231.4581771429,2.8643355137,0.9409,-0.350,-3.081,238,13.820745,0.751377,0.2,NGC_2423, ,114.15650069380,-15.04896978578
104,114.62354494941,-15.12286481160,3029092652639332608,231.7428262442,3.2221310920,1.1664,-0.782,-3.807,269,17.392347,1.881096,0.8,NGC_2423, ,114.62354843714,-15.12284842035
105,113.79638215853,-14.63266664897,3029934230014264960,230.9245929480,2.7620184225,0.9151,-0.606,-3.896,235,11.991185,0.763775,0.5,NGC_2423, ,113.79638485516,-14.63264987453
106,113.89668451482,-14.72379352429,3029929076053538688,231.0514771890,2.8027251633,0.9888,-0.921,-3.263,206,11.994539,0.445748,0.2,NGC_2423, ,113.89668861487,-14.72377947526
107,114.76057157463,-14.78673587827,3029951336857487104,231.5137994259,3.5018376022,0.9719,-0.708,-2.923,237,16.422693,1.284137,0.2,NGC_2423, ,114.76057472737,-14.78672329313
108,114.38698397786,-14.77964353775,3029960343412744320,231.3310824123,3.1899733178,1.1155,-0.687,-3.661,262,15.676465,1.149780,1.0,NGC_2423,Gaia DR2 3029960343412744320,114.38698703699,-14.77962777511
109,114.67151018595,-15.03424965676,3029937975223302144,231.6880272538,3.3058234978,1.0136,-0.941,-3.040,266,15.826343,1.135479,0.3,NGC_2423, ,114.67151438107,-15.03423656787
110,114.14052875032,-14.82554385513,3029913545451749632,231.2551510573,2.9594668644,1.1859,-1.410,-3.615,275,16.768963,1.728123,0.1,NGC_2423, ,114.14053503021,-14.82552829055
111,114.73472967003,-14.94407339377,3029940449124409472,231.6390962438,3.4031634407,1.0941,-0.670,-4.613,226,16.558659,1.437829,0.1,NGC_2423, ,114.73473265573,-14.94405353224
112,113.74812419302,-14.80222153820,3029921894868390272,231.0504629467,2.6390578561,0.9186,-0.595,-3.243,286,17.961695,1.822393,0.2,NGC_2423, ,113.74812684276,-14.80220757528
113,114.73922915292,-14.88174387323,3029947355431812864,231.5867458276,3.4374134354,1.1506,-0.468,-3.728,246,17.312399,1.678434,0.7,NGC_2423, ,114.73923123785,-14.88172782212
114,114.69844429584,-14.74915520593,3029952337593559168,231.4515466233,3.4677756511,0.9931,-0.847,-3.565,275,16.333923,1.318560,0.8,NGC_2423, ,114.69844806690,-14.74913985662
115,115.25463747820,-14.63785440628,3029230164611216384,231.6181949896,3.9913992234,0.9176,-0.989,-3.654,266,16.919172,1.571098,0.8,NGC_2423, ,115.25464187924,-14.63783867378
116,115.18144224019,-14.65777274396,3029230405129398656,231.6007756920,3.9199170725,1.1252,-1.029,-4.122,240,16.880148,1.608042,0.4,NGC_2423, ,115.18144681965,-14.65775499646
117,115.17595973986,-14.65849914546,3029230405129399808,231.5988033756,3.9149382327,1.1339,-0.626,-4.083,231,16.371405,1.367300,0.2,NGC_2423, ,115.17596252582,-14.65848156588
118,113.16896937122,-13.68158102014,3033320485306136448,229.7967102272,2.6884727801,0.9374,-0.923,-3.118,235,15.006081,1.098015,0.1,NGC_2423, ,113.16897346130,-13.68156759542
119,113.26072227802,-13.72061199366,3033318423721820544,229.8739236229,2.7478126456,1.1756,-0.819,-3.135,272,16.185917,1.318423,0.7,NGC_2423, ,113.26072590785,-13.72059849574
120,113.49569179930,-13.39244299242,3033355600959559168,229.6962556256,3.1061257927,0.9674,-0.804,-3.323,277,13.138197,0.630982,0.5,NGC_2423, ,113.49569535773,-13.39242868506
121,113.24645948613,-13.55417239627,3033329796795118592,229.7211986058,2.8158146319,0.9932,-1.239,-3.576,218,15.692924,1.236678,0.6,NGC_2423, ,113.24646497354,-13.55415699960
122,113.27859458228,-13.32309124096,3033348797729914112,229.5334730625,2.9544645798,0.8967,-0.660,-3.435,242,17.091995,1.566286,0.5,NGC_2423, ,113.27859750254,-13.32307645138
123,113.06842156488,-13.69020702777,3033321069421370368,229.7572351425,2.5986765575,1.0277,-0.822,-3.519,270,16.182371,1.306652,1.0,NGC_2423,Gaia DR2 3033321069421370368,113.06842520754,-13.69019187652
124,113.40859996812,-13.41861666945,3033355841477801088,229.6783104261,3.0192854815,0.9335,-0.809,-3.072,288,15.119766,0.949825,0.2,NGC_2423, ,113.40860354907,-13.41860344278
125,114.58975768500,-14.41231496836,3030044181176817664,231.1055575304,3.5403304119,1.0282,-0.810,-3.719,272,14.127936,0.837667,1.0,NGC_2423,Gaia DR2 3030044181176817664,114.58976128582,-14.41229895600
126,114.99142579571,-14.20252384122,3030007381894975104,231.1125750494,3.9824247056,1.0484,-0.713,-3.737,264,15.647101,1.134244,1.0,NGC_2423,Gaia DR2 3030007381894975104,114.99142896236,-14.20250775136
127,114.39464496170,-14.29590344372,3030037412306890240,230.9114533227,3.4319620258,1.0159,-0.637,-3.641,220,12.896242,0.639546,1.0,NGC_2423,Gaia DR2 3030037412306890240,114.39464779198,-14.29588776719
128,114.20017848082,-14.34130142407,3030039164653661824,230.8594036110,3.2452399067,0.9782,-0.863,-2.957,253,13.823029,0.728646,0.1,NGC_2423, ,114.20018231603,-14.34128869254
129,114.79299681971,-14.45527148358,3029996799095657472,231.2393769580,3.6911568014,1.0062,-0.779,-4.278,232,16.143124,1.305932,0.2,NGC_2423, ,114.79300028339,-14.45525306441
130,114.24994543719,-14.24166584795,3030042016511853440,230.7956561021,3.3358087487,1.1064,-0.685,-3.865,251,12.730705,0.567099,0.9,NGC_2423, ,114.24994848001,-14.24164920698
131,114.35682875341,-14.31148447288,3030038030782205184,230.9072264593,3.3923673207,1.0892,-0.644,-3.718,243,16.435165,1.379415,0.9,NGC_2423, ,114.35683161499,-14.31146846482
132,114.30147147274,-14.68844436403,3030008825005113600,231.2109753970,3.1621298243,1.0955,-0.354,-4.395,244,17.065224,1.611015,0.1,NGC_2423, ,114.30147304840,-14.68842544111
133,114.57666729167,-14.44700918173,3030043287823606656,231.1297125627,3.5123456325,1.0185,-0.339,-3.921,278,14.379657,0.972973,0.5,NGC_2423, ,114.57666879891,-14.44699229965
134,114.24018739000,-14.39475438102,3030035488161680256,230.9250610464,3.2531337157,1.0596,-0.560,-3.482,262,13.743015,0.855455,1.0,NGC_2423,Gaia DR2 3030035488161680256,114.24018987926,-14.39473938908
135,114.21591427010,-14.26031670111,3030041947792401280,230.7959277263,3.2979178610,1.0823,-0.742,-3.697,264,14.458062,0.887750,1.0,NGC_2423,Gaia DR2 3030041947792401280,114.21591756639,-14.26030078347
136,114.61699587899,-14.38579780854,3030044627853376768,231.0952524555,3.5762944789,1.0551,-0.848,-3.688,279,13.135175,0.689739,1.0,NGC_2423,Gaia DR2 3030044627853376768,114.61699964829,-14.38578192965
137,115.21157563537,-14.54988435706,3029982093127753472,231.5208575405,3.9982352554,0.9266,-0.696,-2.765,240,17.291151,1.478073,0.1,NGC_2423, ,115.21157873133,-14.54987245220
138,115.14355281116,-14.44413078115,3029988174801445376,231.3960954195,3.9926721421,1.1161,-0.443,-4.271,262,14.447076,0.915617,0.1,NGC_2423, ,115.14355478078,-14.44411239212
