SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
11,268.05199718830,-33.71606594848,4041681529917540992,356.6216161523,-3.6642024352,3.6237,1.965,-5.068,118,17.052559,2.653521,0.3,NGC_6475, ,268.05198701707,-33.71604412792
12,269.44715209138,-34.90487740276,4042075571555258240,356.1676774902,-5.2567924541,3.5782,2.501,-5.681,156,15.152673,1.813798,1.0,NGC_6475,Gaia DR2 4042075571555258240,269.44713896109,-34.90485294290
13,269.41737699378,-34.87871202766,4042076391800146560,356.1783956876,-5.2226286474,3.5658,3.722,-5.623,159,13.066252,1.153710,0.9,NGC_6475, ,269.41735745944,-34.87868781752
14,265.74205869718,-33.21172588543,4053916384060095104,356.0587798896,-1.7533022129,3.3043,2.334,-4.866,157,10.405964,0.580518,0.7,NGC_6475, ,265.74204668602,-33.21170493460
15,273.63555594609,-35.95604269512,4038338297151313152,356.8744115632,-8.7578874371,3.4529,2.101,-6.427,129,16.251510,1.478957,0.3,NGC_6475, ,273.63554477088,-35.95601502331
16,273.33718884699,-35.98194451720,4038346165532310912,356.7389234249,-8.5552997535,3.6171,1.432,-5.312,121,16.547297,1.795703,0.1,NGC_6475, ,273.33718122769,-35.98192164609
17,268.01067403373,-34.07109908403,4041666823720649344,356.2974448089,-3.8144857342,3.4030,1.555,-5.510,121,17.606688,2.639107,0.3,NGC_6475, ,268.01066595116,-34.07107536042
18,267.95256924257,-34.07972063863,4041666583208917760,356.2655495775,-3.7773668383,3.5943,2.792,-4.578,128,16.693480,2.270326,0.7,NGC_6475, ,267.95255472886,-34.07970092780
19,269.15809171336,-34.67275176361,4042280699149581056,356.2520198096,-4.9355752829,3.4200,3.510,-4.798,167,10.854518,0.686371,0.8,NGC_6475, ,269.15807333760,-34.67273110555
20,269.11653810467,-34.66973185125,4042281382004617856,356.2376043211,-4.9044181441,3.5325,2.915,-5.151,157,17.856377,2.139776,0.7,NGC_6475, ,269.11652284444,-34.66970967333
21,272.31063125806,-33.73528206546,4039570162537755776,358.3467559483,-6.7614669472,3.3527,2.296,-4.088,123,17.984500,1.963318,0.1,NGC_6475, ,272.31061937085,-33.73526446435
22,269.76776244486,-38.82645686797,4036531112376808832,352.8546684297,-7.4023083336,3.6592,1.232,-6.047,153,7.623158,-0.039288,0.1,NGC_6475, ,269.76775563599,-38.82643083228
23,269.63318678529,-34.93321155585,4042077491333144832,356.2185139827,-5.4034540475,3.5219,3.211,-6.459,139,13.436987,1.449085,1.0,NGC_6475,Gaia DR2 4042077491333144832,269.63316992167,-34.93318374627
24,269.63385060747,-34.93338497916,4042077495702498176,356.2186316708,-5.4040130797,3.7215,3.176,-5.635,138,13.634987, ,0.8,NGC_6475, ,269.63383392763,-34.93336071735
25,269.62548228532,-34.89006029865,4042077804940501632,356.2531050928,-5.3766965991,3.4612,2.877,-5.690,152,16.128426,2.023932,1.0,NGC_6475,Gaia DR2 4042077804940501632,269.62546718375,-34.89003580004
26,270.35234624424,-32.64271483346,4042923947844205568,358.5163621383,-4.7991398994,3.3375,2.465,-4.057,52,14.805751,1.331199,0.1,NGC_6475, ,270.35233364025,-32.64269736582
27,271.41697553364,-34.73137705609,4039137534677001728,357.1107561353,-6.5854529522,3.7705,3.337,-4.413,120,17.782204,1.154835,0.5,NGC_6475, ,271.41695805120,-34.73135805567
28,267.10304089760,-34.46577454718,4041554162530106752,355.5739501630,-3.3706537316,3.5819,2.959,-4.395,147,9.144512,0.223663,0.7,NGC_6475, ,267.10302544498,-34.46575562426
29,265.40243888432,-34.57782342535,4053392191813566720,354.7480289700,-2.2325771504,3.4272,2.022,-3.440,123,17.353436,1.867546,0.1,NGC_6475, ,265.40242831073,-34.57780861424
30,269.20940928813,-34.64630699426,4042282034899352576,356.2960990605,-4.9590820860,3.5101,3.078,-6.023,134,17.900831,2.252457,0.8,NGC_6475, ,269.20939317914,-34.64628106190
31,269.18792407037,-34.59185861165,4042283173051119744,356.3347265648,-4.9167002263,3.5195,3.314,-5.171,130,9.447245,0.517972,1.0,NGC_6475,Gaia DR2 4042283173051119744,269.18790673763,-34.59183634762
32,269.19804164922,-34.60850719865,4042282417136704128,356.3243730045,-4.9321962541,3.5551,3.130,-4.937,137,17.615881,2.150841,0.6,NGC_6475, ,269.19802527555,-34.60848594212
33,269.27174471436,-34.59026741555,4042282687674876672,356.3704865830,-4.9758162740,3.3935,3.101,-4.651,147,17.367735,2.273081,0.9,NGC_6475, ,269.27172849595,-34.59024739041
34,262.24340331732,-37.19067495457,5974247698561570176,351.1653524439,-1.4892826463,3.3728,2.373,-4.743,168,17.724068,4.315207,0.1,NGC_6475, ,262.24339049192,-37.19065453332
35,269.72834776715,-38.19725235287,4036986688164441088,353.3937271028,-7.0693278511,3.3859,5.509,-6.362,97,17.968176,1.123814,0.2,NGC_6475, ,269.72831758557,-38.19722496092
36,269.69700556356,-34.86028921984,4042078182897398016,356.3081561667,-5.4131047798,3.5953,3.150,-5.190,120,10.885690,0.735251,1.0,NGC_6475,Gaia DR2 4042078182897398016,269.69698903498,-34.86026687401
37,262.42671346996,-36.69251296947,5974287933816587008,351.6617394679,-1.3363769751,3.7167,0.871,-4.527,124,15.686629,1.760065,0.1,NGC_6475, ,262.42670879312,-36.69249347822
38,269.03361196170,-34.65535878847,4042284238156528000,356.2160644548,-4.8380984138,3.4446,1.391,-5.966,155,17.745966, ,0.3,NGC_6475, ,269.03360468098,-34.65533310153
39,269.20164047785,-34.52801540871,4042284062064395520,356.3959749465,-4.8947999448,3.4561,3.135,-5.045,142,16.764854,2.284789,0.5,NGC_6475, ,269.20162409389,-34.52799368718
40,267.99096874783,-33.97409599512,4041668305571851392,356.3729604277,-3.7512516464,3.3426,4.129,-5.826,140,15.155133,1.926149,0.8,NGC_6475, ,267.99094731066,-33.97407091095
41,267.81477147792,-34.08973490075,4041668614810542848,356.1988485688,-3.6841213836,3.7515,2.451,-4.345,130,14.972394,1.772862,0.6,NGC_6475, ,267.81475873533,-34.08971619311
42,267.80264989252,-34.07017059869,4041668924048311680,356.2106197215,-3.6655319164,3.5871,2.810,-4.418,129,16.576757,2.652853,0.6,NGC_6475, ,267.80263528688,-34.07015157674
43,268.66488136550,-34.13547239489,4043107291365683072,356.5153881509,-4.3148093042,3.6381,3.543,-5.154,137,17.350351,2.437853,0.6,NGC_6475, ,268.66486293571,-34.13545020406
44,268.61477267143,-34.07820604734,4043108455318901248,356.5442030852,-4.2501938543,3.6778,2.604,-4.799,150,14.629618,1.650336,0.7,NGC_6475, ,268.61475913524,-34.07818538498
45,265.68125337084,-34.69758939063,4041389063981784192,354.7669071731,-2.4906692165,3.3768,0.867,-6.330,167,17.835546,1.884958,0.2,NGC_6475, ,265.68124883051,-34.69756213646
46,265.43468387546,-34.66400726490,4041382015863884416,354.6887385832,-2.3005619055,3.3744,2.202,-4.979,120,17.947573,2.113533,0.2,NGC_6475, ,265.43467234863,-34.66398582754
47,267.17398924178,-34.34123117257,4041556739510969344,355.7111173733,-3.3569541839,3.5162,2.988,-5.383,149,16.528206,2.281993,0.9,NGC_6475, ,267.17397366093,-34.34120799576
48,263.72252175240,-37.11927955359,5962543603497150592,351.8698119316,-2.4375024166,3.8618,2.622,-3.636,151,17.678688,2.583570,0.4,NGC_6475, ,263.72250759459,-37.11926389859
49,268.98233909732,-34.57161036874,4042285711330182016,356.2678514822,-4.7597956810,3.4293,2.845,-6.142,152,12.261736,0.969733,0.9,NGC_6475, ,268.98232422115,-34.57158392402
50,268.57349426218,-34.09090840161,4043108592696583552,356.5159800361,-4.2270005669,3.6866,4.681,-4.697,169,14.442532,1.773976,0.4,NGC_6475, ,268.57346992562,-34.09088817841
51,268.70318690076,-34.09432920517,4043108901934225536,356.5670319807,-4.3216325749,3.5295,2.234,-5.901,146,14.089492,1.677124,0.8,NGC_6475, ,268.70317528571,-34.09430379809
52,267.82957146085,-33.99290119999,4041670298383281152,356.2886642734,-3.6454786145,3.7979,3.028,-5.735,132,16.233673,2.243469,0.9,NGC_6475, ,267.82955573644,-33.99287650763
53,267.21652882605,-34.28617197918,4041558045181164544,355.7765166072,-3.3588717730,3.6922,3.015,-4.740,132,14.138001,1.737891,1.0,NGC_6475,Gaia DR2 4041558045181164544,267.21651311471,-34.28615157085
54,267.24100598047,-34.31202052236,4041557014388694528,355.7646708030,-3.3894853163,3.4275,2.312,-4.213,132,13.984283,1.382888,0.1,NGC_6475, ,267.24099392880,-34.31200238305
55,269.06331914871,-34.52189756058,4042287502379434368,356.3444442756,-4.7928791270,3.5770,2.612,-5.490,159,15.756413,2.349084,0.9,NGC_6475, ,269.06330549902,-34.52187392308
56,269.17476473763,-34.48410412679,4042287330580315264,356.4231834243,-4.8537664074,3.6551,2.977,-4.818,155,12.978910,1.162559,0.8,NGC_6475, ,269.17474918759,-34.48408338262
57,269.09391638289,-34.51993630734,4042287463669875584,356.3587396499,-4.8137704721,3.6118,3.000,-5.139,154,15.645076,1.994544,1.0,NGC_6475,Gaia DR2 4042287463669875584,269.09390070598,-34.51991418109
58,269.09674830868,-34.49784255182,4042287639818355072,356.3791383536,-4.8048040060,3.6770,3.358,-4.877,154,8.659019,0.179668,0.7,NGC_6475, ,269.09673076564,-34.49782155362
59,269.06902425073,-34.52139597221,4042287502379400960,356.3472284434,-4.7967065133,3.6324,3.346,-6.074,158,11.634819,0.859543,0.9,NGC_6475, ,269.06900676544,-34.52136982026
60,272.54659549737,-33.56684423401,4039671794230875264,358.5896956344,-6.8550780553,3.5888,3.328,-6.870,122,16.577520,-0.312359,0.3,NGC_6475, ,272.54657830081,-33.56681465484
61,269.08186105807,-34.53343496594,4042287429310054272,356.3420299907,-4.8118705427,3.5880,3.226,-7.599,158,12.171401,0.994502,0.2,NGC_6475, ,269.08184419743,-34.53340224802
62,268.63428386187,-34.02068907788,4043110383744537728,356.6022269133,-4.2353208193,3.5208,3.435,-4.152,144,13.755350,1.553923,0.7,NGC_6475, ,268.63426601807,-34.02067120121
63,268.51476938068,-34.11045065698,4043111002174630528,356.4745442363,-4.1947693586,3.5809,2.940,-5.692,141,15.518385,2.167551,0.9,NGC_6475, ,268.51475409207,-34.11042614976
64,272.54506296592,-33.56917480775,4039671794233799296,358.5870191673,-6.8550505585,3.3249,3.838,-6.402,106,16.980227,2.271212,0.5,NGC_6475, ,272.54504313353,-33.56914724358
65,263.90749767274,-30.31052066575,4058459875366474624,357.6835500009,1.1119479456,3.7442,3.879,-4.871,146,17.187530,2.852353,0.4,NGC_6475, ,263.90747832698,-30.31049969339
66,267.85341882138,-33.91252409517,4041672600484323712,356.3681046223,-3.6216803199,3.2804,0.909,-6.700,113,17.280310,1.967873,0.1,NGC_6475, ,267.85341410540,-33.91249524795
67,268.53072387402,-34.01477534199,4043112754565763072,356.5641417315,-4.1581179517,3.4831,2.746,-4.915,172,17.124653,2.545167,0.8,NGC_6475, ,268.53070961036,-34.01475418018
68,268.52454689352,-34.01875208667,4043112750273708032,356.5581148437,-4.1556898353,3.4089,3.107,-4.574,183,15.741168,2.017418,0.9,NGC_6475, ,268.52453075395,-34.01873239306
69,268.52477440037,-33.99052053687,4043112853303984640,356.5826814186,-4.1416649273,3.6057,2.380,-5.055,179,12.307371,0.953969,0.8,NGC_6475, ,268.52476204137,-33.99049877229
70,268.52409235607,-34.01793163318,4043112750225126784,356.5586362043,-4.1549518023,3.4919,3.177,-4.771,186,14.082438,1.425134,0.9,NGC_6475, ,268.52407585304,-34.01791109137
71,267.89149609822,-34.91779411194,4041558556269700608,355.5158317467,-4.1588342631,3.5231,2.634,-5.146,143,15.623524,1.940784,0.9,NGC_6475, ,267.89148226750,-34.91777195555
72,270.05476850119,-34.88645158534,4042086802819720064,356.4299656124,-5.6816873559,3.5652,4.529,-4.839,124,17.078213, ,0.3,NGC_6475, ,270.05474472920,-34.88643075075
73,269.63858769977,-34.63205999610,4042085978246563328,356.4838962235,-5.2589126068,3.5432,4.292,-3.727,147,15.804397,2.258305,0.2,NGC_6475, ,269.63856524106,-34.63204394929
74,268.65944214084,-33.95634313487,4043113957156250624,356.6685364509,-4.2210910622,3.6595,2.851,-6.055,156,7.789701,0.101837,0.8,NGC_6475, ,268.65942734195,-33.95631706473
75,268.64032810432,-33.94229870804,4043114128955154432,356.6727441547,-4.2003295618,3.6458,3.084,-5.235,128,8.767118,0.195669,1.0,NGC_6475,Gaia DR2 4043114128955154432,268.64031209862,-33.94227616846
76,268.65805774316,-33.95688978609,4043113957112422528,356.6674847572,-4.2203717845,3.5698,2.838,-6.118,108,13.741248,1.214937,0.9,NGC_6475, ,268.65804301166,-33.95686344470
77,268.52834489066,-33.97857127127,4043114541272440576,356.5945308638,-4.1382192651,3.5654,2.634,-5.551,177,13.094744,1.146490,0.9,NGC_6475, ,268.52833121460,-33.97854737113
78,269.63501441612,-36.88538200870,4037265036346555904,354.5099114503,-6.3638693475,3.4028,1.010,-5.112,115,17.677828,1.233393,0.1,NGC_6475, ,269.63500897926,-36.88535999870
79,269.30452613680,-34.50680497625,4042289422175064064,356.4566774628,-4.9578771260,3.6151,3.476,-4.489,131,14.391142,1.557971,0.1,NGC_6475, ,269.30450797535,-34.50678564861
80,269.24029124874,-34.52071570109,4042289697051932288,356.4182014508,-4.9188188997,3.5848,4.128,-5.428,137,11.627746,0.858297,0.8,NGC_6475, ,269.24026967711,-34.52069233053
81,268.05118787944,-33.98350503584,4041673287736937856,356.3901834264,-3.7990724174,3.5748,3.844,-5.328,138,13.018996,1.110596,1.0,NGC_6475,Gaia DR2 4041673287736937856,268.05116791974,-33.98348209584
82,269.40645393712,-34.41094499685,4042291552696323840,356.5820547426,-4.9833892998,3.7598,3.159,-5.947,90,17.048340, ,0.8,NGC_6475, ,269.40643745087,-34.41091939171
83,268.78285742777,-34.01012593137,4043115567723709184,356.6732751941,-4.3366026751,3.5185,3.292,-5.122,127,13.456724,1.249751,1.0,NGC_6475,Gaia DR2 4043115567723709184,268.78284032894,-34.01010387831
84,267.96599896784,-34.83622028998,4041560720871750016,355.6173942994,-4.1702132651,3.4381,3.575,-5.517,129,9.766293,0.353742,0.9,NGC_6475, ,267.96598021470,-34.83619653623
85,267.89933636845,-34.82888460255,4041560209793381376,355.5959455901,-4.1193186435,3.5974,2.451,-4.240,148,14.458725,1.632141,0.5,NGC_6475, ,267.89932351255,-34.82886634699
86,268.56613046267,-33.91570991292,4043115155412142464,356.6648136871,-4.1337373010,3.6075,2.613,-5.763,142,9.709658,0.535117,1.0,NGC_6475,Gaia DR2 4043115155412142464,268.56611690566,-33.91568510000
87,269.59782490712,-36.38051007771,4037428309472400896,354.9377766768,-6.0902420497,3.4815,3.459,-5.324,123,15.658378,1.999602,1.0,NGC_6475,Gaia DR2 4037428309472400896,269.59780640881,-36.38048715493
88,269.38749151050,-36.47357004100,4037428790508472704,354.7726015744,-5.9886519868,3.6132,3.446,-5.826,111,12.839917,1.082381,0.9,NGC_6475, ,269.38747305960,-36.47354495683
89,269.51188054370,-36.45343699545,4037427592356377472,354.8397284224,-6.0658311538,3.3713,3.953,-5.560,132,10.747292,0.685460,0.7,NGC_6475, ,269.51185938367,-36.45341305656
90,267.97565498196,-34.79711228617,4041561137506072192,355.6552336007,-4.1572511866,3.5433,3.545,-5.912,130,10.972526,0.684527,0.9,NGC_6475, ,267.97563639501,-34.79708683172
91,267.97035338096,-34.78247161976,4041561171865960448,355.6656826068,-4.1460844292,3.5939,3.268,-5.503,127,7.788507,0.017864,0.9,NGC_6475, ,267.97033624941,-34.78244792629
92,267.89679688777,-34.76639920640,4041562095232682880,355.6488883207,-4.0858494475,3.8607,1.393,-5.504,142,13.514409,1.200835,0.3,NGC_6475, ,267.89678958679,-34.76637550862
93,269.23031437026,-34.44758940898,4042293167386998400,356.4778190736,-4.8753824444,3.6391,3.674,-5.473,148,15.158351,1.812696,0.9,NGC_6475, ,269.23029518791,-34.44756584467
94,269.19784165214,-34.48495133974,4042292995797850752,356.4319288555,-4.8706960931,3.7343,3.716,-5.415,125,14.305180,1.527372,0.9,NGC_6475, ,269.19782224182,-34.48492802516
95,268.71984892338,-33.97893840610,4043116534139432448,356.6741135982,-4.2757671829,3.5717,3.073,-4.800,133,11.590268,0.844902,0.7,NGC_6475, ,268.71983296790,-33.97891773943
96,270.15579214006,-31.95388636328,4043730916471300736,359.0366448373,-4.3163312544,3.6908,2.774,-5.140,125,17.289173, ,0.8,NGC_6475, ,270.15577806349,-31.95386423272
97,263.12464066614,-34.16094717716,4053616183000713728,354.0904229009,-0.4225194437,3.2522,2.473,-5.341,134,16.925417,2.505406,0.6,NGC_6475, ,263.12462779834,-34.16092418119
98,268.15400425514,-33.94024657340,4041675001342908672,356.4708229827,-3.8507409544,3.5115,2.964,-4.661,142,12.344076,0.966977,0.8,NGC_6475, ,268.15398887260,-33.94022650520
99,268.17460928422,-33.90052928333,4041675246241910656,356.5138322315,-3.8454162899,3.5833,2.860,-5.038,128,11.184474,0.773224,0.8,NGC_6475, ,268.17459444834,-33.90050759194
100,267.69472100986,-37.21635199916,4039950730911429760,353.4463969507,-5.1857879566,3.6946,2.782,-7.467,83,16.576199,1.297243,0.2,NGC_6475, ,267.69470596881,-37.21631984958
101,263.57671596925,-31.45082690952,4055291422050371584,356.5708051193,0.7337806279,3.7491,4.176,-6.776,146,12.640052,1.067278,0.2,NGC_6475, ,263.57669489289,-31.45079773507
102,269.29086437296,-34.40153678116,4042295126108273152,356.5428223681,-4.8958925188,3.7877,2.819,-5.481,119,17.986849,2.093500,0.7,NGC_6475, ,269.29084966277,-34.40151318241
103,269.03121495259,-32.50912970696,4043374919416536576,358.0803837179,-3.7655884312,3.4127,0.752,-5.589,108,17.418991,2.209521,0.3,NGC_6475, ,269.03121111320,-32.50910564321
104,268.88896291748,-33.82879755756,4043119385997767424,356.8749072094,-4.3221540722,3.6374,3.573,-4.843,164,8.999137,0.240202,0.6,NGC_6475, ,268.88894439857,-33.82877670575
105,268.85692432046,-33.86625261097,4043119209866078080,356.8290357881,-4.3178342987,3.7423,3.531,-5.456,141,15.576546,2.013143,1.0,NGC_6475,Gaia DR2 4043119209866078080,268.85690601121,-33.86622911986
106,268.67316724866,-33.90552097672,4043120073193305984,356.7183513132,-4.2054561817,3.5638,2.410,-5.157,147,7.639194,0.093359,0.6,NGC_6475, ,268.67315474637,-33.90549877297
107,272.08374844278,-33.64309869155,4039586277259179904,358.3384025589,-6.5515461796,3.3427,3.242,-6.077,148,17.738846,2.516207,0.7,NGC_6475, ,272.08373167578,-33.64307252669
108,267.81647129942,-34.81383465163,4041563061652306560,355.5743603523,-4.0530569649,3.4222,3.221,-4.933,147,13.614709,1.255722,0.9,NGC_6475, ,267.81645440783,-34.81381341232
109,274.46152690973,-33.52272095551,4045414582215009792,359.3761857284,-8.2483701858,3.6449,3.075,-2.782,124,17.094011, ,0.1,NGC_6475, ,274.46151102859,-33.52270897745
110,267.82708487659,-34.73715577100,4041564642200804352,355.6450303987,-4.0216538654,3.6015,3.071,-4.715,132,17.534746,1.769323,0.2,NGC_6475, ,267.82706878659,-34.73713547030
111,267.87877803760,-34.77007452939,4041563572701728256,355.6381890484,-4.0749541121,3.7247,4.441,-5.720,148,14.950512,1.888907,0.8,NGC_6475, ,267.87875476043,-34.77004990161
112,268.06223582233,-33.86758020327,4041677926302207488,356.4950169579,-3.7482773317,3.5720,3.419,-5.394,140,13.235584,1.171791,1.0,NGC_6475,Gaia DR2 4041677926302207488,268.06221809356,-33.86755697910
113,268.69711710124,-33.85834571898,4043120687330018176,356.7692742971,-4.1990057846,3.5541,3.158,-6.116,170,12.058128,0.909141,1.0,NGC_6475,Gaia DR2 4043120687330018176,268.69710072762,-33.85831938620
114,268.71479016400,-33.83493547412,4043120829107794944,356.7969629598,-4.1999719137,3.8777,2.826,-4.787,145,15.056737,1.854352,0.6,NGC_6475, ,268.71477551575,-33.83491486342
115,269.54386373538,-38.44517826189,4036559837121936256,353.1045003292,-7.0638786968,3.3971,2.134,-4.479,104,17.276382,1.373516,0.3,NGC_6475, ,269.54385200400,-38.44515897731
116,267.68468205591,-37.06429703137,4039956705209356800,353.5740001117,-5.1019245187,3.4925,2.773,-5.833,138,12.896512,1.055319,0.9,NGC_6475, ,267.68466709362,-37.06427191706
117,267.89139883542,-34.70431391818,4041565496847317248,355.7002848069,-4.0505513123,3.3294,2.959,-5.619,131,17.071077,2.134216,0.7,NGC_6475, ,267.89138333838,-34.70428972526
118,267.94472094357,-34.66055594349,4041566050949903488,355.7603798373,-4.0661737941,3.4603,2.786,-5.585,139,17.175571,2.361845,0.7,NGC_6475, ,267.94470636028,-34.66053189696
119,269.82598235268,-34.67045233939,4042105460278691712,356.5265303205,-5.4120011991,3.5767,3.151,-4.559,141,16.858967,2.404277,0.8,NGC_6475, ,269.82596585683,-34.67043271036
120,269.80051052408,-34.64789114221,4042105735014071296,356.5359221435,-5.3826658744,3.6210,3.875,-5.299,140,13.945073,1.407575,0.9,NGC_6475, ,269.80049024353,-34.64786832707
121,273.24006116900,-33.07095525885,4045710934979668992,359.3048009004,-7.1341904363,3.5795,1.170,-5.282,154,15.949455,1.287186,0.2,NGC_6475, ,273.24005515763,-33.07093251691
122,272.54082802279,-33.36038439477,4039687569724731008,358.7707609011,-6.7534690362,3.5343,3.159,-5.754,116,16.802496,1.169318,1.0,NGC_6475,Gaia DR2 4039687569724731008,272.54081173832,-33.36035962060
123,269.64041330651,-34.42110269734,4042299493935020160,356.6689331325,-5.1562059499,3.2724,3.276,-4.905,115,10.798721,0.704021,0.5,NGC_6475, ,269.64039620758,-34.42108157859
124,269.59619461243,-34.49278110749,4042298733664284160,356.5882704239,-5.1598508698,3.4856,3.595,-4.164,130,13.640198,1.343198,0.5,NGC_6475, ,269.59617583238,-34.49276317916
125,268.14743253135,-33.78156333061,4041680125270634880,356.6052607210,-3.7657916892,3.3594,3.361,-5.125,112,17.450901,2.568903,0.7,NGC_6475, ,268.14741512085,-33.78154126464
126,269.42754179556,-32.28663764277,4043382096452160512,358.4408940588,-3.9447659143,3.5660,4.253,-4.415,96,17.146215,2.137224,0.3,NGC_6475, ,269.42752013502,-32.28661863374
127,269.38447229190,-32.31712839341,4043381550848877824,358.3962328668,-3.9283423327,3.3589,3.122,-3.949,120,16.528770,2.230031,0.3,NGC_6475, ,269.38445638620,-32.31711139077
128,268.45188802609,-33.94930597469,4043125016702844544,356.5879214099,-4.0686912678,3.2658,2.250,-6.680,140,17.874170, ,0.3,NGC_6475, ,268.45187634782,-33.94927721358
129,268.36860270279,-33.93642490875,4043125738211560320,356.5642013061,-4.0025103248,3.5993,2.624,-5.179,146,12.094571,0.925901,0.7,NGC_6475, ,268.36858908539,-33.93640261028
130,269.90351393481,-34.80165462953,4042091097773632768,356.4431342514,-5.5319257375,3.6520,4.518,-3.846,96,17.502508,2.654743,0.2,NGC_6475, ,269.90349024498,-34.80163807036
131,269.78792577344,-34.40359697607,4042300279861238784,356.7444266738,-5.2534897074,3.2742,2.532,-5.441,130,16.520218,2.175391,0.4,NGC_6475, ,269.78791256055,-34.40357354954
132,270.32133246882,-31.77921372985,4043739678186150400,359.2584906294,-4.3529599706,3.8214,1.519,-6.961,139,17.088009,1.523539,0.1,NGC_6475, ,270.32132477530,-31.77918375888
133,268.05454299468,-34.70778793986,4041567734527782912,355.7653657676,-4.1679649950,3.4340,3.670,-6.617,128,13.306393,1.152721,0.5,NGC_6475, ,268.05452377314,-34.70775945000
134,268.03867299401,-34.73579238457,4041567524124863360,355.7345282026,-4.1708746444,3.5542,3.589,-3.105,130,17.969830,1.353750,0.2,NGC_6475, ,268.03865419034,-34.73577901582
135,268.08126891886,-34.72165590453,4041567455405859200,355.7645048185,-4.1939304469,3.6144,2.904,-4.737,138,15.053563,2.068108,0.8,NGC_6475, ,268.08125370668,-34.72163550911
136,268.12794776085,-34.65728626954,4041568249975454336,355.8396476546,-4.1945267464,3.3410,2.757,-5.174,131,15.329743,1.814436,0.5,NGC_6475, ,268.12793332993,-34.65726399259
137,269.57362890705,-34.44407768826,4042301967787043712,356.6215795657,-5.1196322388,3.4901,3.583,-5.709,140,16.439114,2.471180,0.9,NGC_6475, ,269.57361020061,-34.44405310784
138,268.55829899647,-33.90210445504,4043126906491895168,356.6733349326,-4.1212827045,3.8472,2.183,-4.660,146,17.895308,2.233946,0.3,NGC_6475, ,268.55828767223,-33.90208439115
139,268.50562859270,-33.94823599918,4043126356690169088,356.6113282900,-4.1066834424,3.5215,3.348,-5.002,169,16.301552,2.196292,1.0,NGC_6475,Gaia DR2 4043126356690169088,268.50561121565,-33.94821446279
140,268.53713443526,-33.89207550692,4043126975158544512,356.6731782858,-4.1010547406,3.7004,2.398,-5.350,150,12.817971,1.081961,0.8,NGC_6475, ,268.53712199718,-33.89205247220
141,268.50806132972,-33.93108689419,4043126459762270336,356.6272078260,-4.0998061922,3.5849,3.548,-5.287,159,14.960506,1.780336,1.0,NGC_6475,Gaia DR2 4043126459762270336,268.50804291833,-33.93106413072
142,271.45802010967,-38.46466281281,4036214178139650560,353.8131988369,-8.3882884934,3.6056,3.044,-7.948,94,15.930272,0.243402,0.2,NGC_6475, ,271.45800337118,-38.46462859225
143,267.06374986691,-33.93941609674,4041858516698548480,356.0094585766,-3.0722563593,3.5378,2.480,-4.687,123,13.242666,1.171944,0.5,NGC_6475, ,267.06373699636,-33.93939591660
144,271.93165423201,-36.07190627726,4038763464482997504,356.1231661650,-7.5917036287,3.6025,2.215,-5.106,115,16.614584,0.988860,0.2,NGC_6475, ,271.93164243311,-36.07188429309
