SlNo,RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA,pmDE,o_,GMag,BP-RP,PMemb,Cluster,SimbadName,_RA.icrs,_DE.icrs
31,072.95082832069,+43.54149567456,205296554831315840,161.8608339223,-0.4329426037,0.6481,2.371,-6.338,200,16.472542,1.256676,0.5,NGC_1664, ,072.95081423762,+43.54152296317
32,072.90886616084,+43.56671046779,205296760989745792,161.8220291321,-0.4403513506,0.8510,1.998,-5.571,172,17.198824,1.637884,0.8,NGC_1664, ,072.90885428832,+43.56673445404
33,072.86829832248,+43.58329999759,205291916266637952,161.7905209108,-0.4524465474,0.6389,1.453,-5.677,212,15.942970,1.243072,0.9,NGC_1664, ,072.86828968608,+43.58332444023
34,072.98548131708,+43.54207143157,205293565534073472,161.8763679894,-0.4131941549,0.7476,1.703,-5.646,187,14.268568,0.966669,1.0,NGC_1664,Gaia DR2 205293565534073472,072.98547120164,+43.54209574074
35,072.87605597319,+43.56074523819,205291641388734592,161.8114886586,-0.4624809177,0.8161,1.894,-5.678,189,17.235073,1.388229,0.9,NGC_1664, ,072.87604471977,+43.56076968513
36,072.84992464442,+43.57578125879,205291950626380032,161.7878360199,-0.4674959769,0.7248,1.601,-5.574,223,15.099145,0.980498,0.9,NGC_1664, ,072.84991512952,+43.57580525796
37,072.97979931211,+43.56491029731,205296962849294080,161.8561233033,-0.4018475899,0.6816,1.563,-5.216,181,17.602684,1.484840,0.3,NGC_1664, ,072.97979002472,+43.56493275509
38,072.78380359446,+43.49446046456,205291052977696000,161.8199328403,-0.5562691321,0.7472,1.825,-5.732,252,12.910069,0.638853,0.9,NGC_1664, ,072.78379276292,+43.49448514400
39,073.11417608361,+43.59716507696,205295455319659136,161.8930634407,-0.3061845527,0.6521,1.215,-5.934,198,16.311373,1.234151,0.2,NGC_1664, ,073.11416886018,+43.59719062613
40,073.10187763474,+43.55547961356,205294527607350528,161.9196179537,-0.3395303283,0.7460,1.549,-5.629,226,15.609262,1.077735,0.8,NGC_1664, ,073.10186843198,+43.55550384953
41,072.82831234871,+43.49359432988,205290644956342528,161.8411881584,-0.5319470697,0.6695,1.408,-5.631,240,13.269238,0.562674,0.9,NGC_1664, ,072.82830399222,+43.49361857446
42,072.76765298450,+43.50319129196,205291229071900032,161.8057351924,-0.5597224506,0.7006,1.742,-5.737,271,15.121237,0.975499,1.0,NGC_1664,Gaia DR2 205291229071900032,072.76764264408,+43.50321599293
43,072.77873326167,+43.51129065941,205291332151112448,161.8046241066,-0.5483668863,0.7461,1.714,-5.729,251,14.608778,0.881319,1.0,NGC_1664,Gaia DR2 205291332151112448,072.77872308609,+43.51131532594
44,072.80681255124,+43.49114502717,205290335718700288,161.8331317611,-0.5455256308,0.8262,1.917,-5.781,216,16.387655,1.313373,0.9,NGC_1664, ,072.80680117430,+43.49116991759
45,072.97124546442,+43.55627455345,205296589191048320,161.8588449430,-0.4121233220,0.7544,1.774,-5.537,191,14.876591,0.948029,0.6,NGC_1664, ,072.97123492478,+43.55629839331
46,072.91576228231,+43.58807708889,205297619983199488,161.8087315747,-0.4228963786,0.7514,1.679,-5.632,211,16.192678,1.275726,0.9,NGC_1664, ,072.91575230181,+43.58810133778
47,072.88524434932,+43.56891131907,205291710108208768,161.8094334527,-0.4521470769,0.7920,2.020,-5.723,203,15.790925,1.232060,1.0,NGC_1664,Gaia DR2 205291710108208768,072.88523234563,+43.56893595976
48,072.89625640662,+43.60189773432,205297787486491392,161.7890793293,-0.4249908073,0.6568,2.134,-5.651,186,17.690025,1.491724,0.7,NGC_1664, ,072.89624371854,+43.60192206501
49,073.13632865312,+43.75990493547,205300570623533312,161.7774620595,-0.1905233247,0.8916,2.153,-5.760,195,14.886366,1.100037,0.8,NGC_1664, ,073.13631581832,+43.75992973547
50,072.92828778471,+43.56024014475,205296726630005888,161.8359779529,-0.4336163861,0.7206,1.836,-5.527,208,15.985999,1.117679,0.8,NGC_1664, ,072.92827687599,+43.56026394156
51,072.85136169407,+43.49202933345,205290473157648128,161.8530509089,-0.5200583663,0.8325,1.117,-5.887,222,15.888258,1.125214,0.7,NGC_1664, ,072.85135506484,+43.49205468026
52,072.98622505444,+43.60321981144,205297242026067584,161.8295182746,-0.3738924682,0.9276,1.821,-5.497,186,16.964466,1.362503,0.4,NGC_1664, ,072.98621422712,+43.60324347908
53,072.85396836807,+43.52355081613,205290743740115840,161.8299600501,-0.4985169527,0.7100,1.599,-5.754,217,15.885077,1.246721,0.8,NGC_1664, ,072.85395887329,+43.52357559030
54,073.00169918003,+43.56348042635,205294012210665472,161.8673177135,-0.3905095377,0.8172,1.922,-5.500,213,16.206770,1.163550,0.7,NGC_1664, ,073.00168775973,+43.56350410691
55,073.18709773515,+43.66975801467,205296279953355648,161.8704301990,-0.2193338592,0.6572,1.642,-4.777,215,11.933100,0.693557,0.1,NGC_1664, ,073.18708796132,+43.66977858231
56,073.02896928379,+43.44423629571,205280745052550656,161.9719476397,-0.4510369815,0.7662,1.744,-5.394,180,17.855406,1.608191,0.4,NGC_1664, ,073.02895894159,+43.44425951988
57,072.48370410704,+43.57372547299,204544282715196288,161.6198975292,-0.6729154733,0.7474,1.694,-5.189,179,17.117517, ,0.2,NGC_1664, ,072.48369403977,+43.57374781452
58,072.42510957452,+43.75997406983,204561595730744064,161.4497523165,-0.5860871533,0.7453,1.752,-5.484,212,17.071450,1.404648,0.6,NGC_1664, ,072.42509913021,+43.75999768150
59,072.42120123207,+43.65336089370,204557266400829312,161.5297589935,-0.6566140049,0.8053,1.722,-5.568,219,12.580306,0.399675,0.7,NGC_1664, ,072.42119098484,+43.65338486703
60,072.42819394272,+43.77085175157,204561806186050944,161.4428324939,-0.5774034594,0.7205,1.694,-5.874,226,15.612266,1.063279,1.0,NGC_1664,Gaia DR2 204561806186050944,072.42818384233,+43.77087704240
61,072.43341911014,+43.62980727493,204557030182450048,161.5535049805,-0.6649297828,0.7350,1.746,-5.713,211,14.279954,0.826625,1.0,NGC_1664,Gaia DR2 204557030182450048,072.43340872417,+43.62983187257
62,072.48189581980,+43.59670268299,204556033750038528,161.6014138548,-0.6592016923,0.8450,1.622,-5.736,176,16.790964,1.301846,0.5,NGC_1664, ,072.48188617674,+43.59672737966
63,072.55867355012,+43.42089247612,204538544643258112,161.7721292486,-0.7289907736,0.7049,1.992,-5.590,211,16.482570,1.241536,0.7,NGC_1664, ,072.55866174180,+43.42091654418
64,072.48992955160,+43.51713669625,204543080128699392,161.6662457585,-0.7056996739,0.7471,2.010,-5.620,219,16.156760,1.190829,1.0,NGC_1664,Gaia DR2 204543080128699392,072.48991761759,+43.51716089347
65,072.41296384374,+43.57873746102,204555793231888512,161.5832008232,-0.7090410874,0.6235,1.391,-5.296,193,16.323921,1.336162,0.6,NGC_1664, ,072.41295557648,+43.57876026324
66,072.48841973359,+43.47468967070,204542702172195328,161.6981426672,-0.7337299670,0.8154,1.172,-5.046,202,17.377203,1.446192,0.1,NGC_1664, ,072.48841277994,+43.47471139653
67,072.40645640385,+43.58558583211,204555861951364480,161.5749224719,-0.7082662074,0.6527,1.640,-5.830,178,16.394154,1.199628,0.9,NGC_1664, ,072.40644665558,+43.58561093350
68,072.45133606482,+43.59018643463,204555999390308608,161.5922339345,-0.6803693201,0.6330,1.098,-5.627,200,15.000702,0.960585,0.8,NGC_1664, ,072.45132953774,+43.59021066199
69,072.38588677463,+43.71070327537,204561393869206912,161.4693802791,-0.6394309262,0.8908,1.603,-5.563,236,15.849933,1.254838,0.6,NGC_1664, ,072.38587722642,+43.71072722718
70,072.46984337654,+43.70944502821,204560461859244288,161.5092575751,-0.5936645516,0.7225,2.238,-5.262,212,17.776169,1.436886,0.2,NGC_1664, ,072.46983004626,+43.70946768404
71,072.38791607151,+43.57879912718,204555827591632000,161.5715145491,-0.7229230083,0.6337,1.473,-5.528,208,16.193892,1.159856,0.4,NGC_1664, ,072.38790731689,+43.57882292829
72,072.43990389776,+43.57331503603,204555892014893696,161.5998764923,-0.6975397843,0.7223,1.874,-6.250,203,17.753048,1.653803,0.7,NGC_1664, ,072.43989276085,+43.57334194575
73,072.45509060183,+43.59247726416,204555999390307072,161.5922182108,-0.6768137099,0.6711,1.161,-6.101,225,15.315786,1.159339,0.3,NGC_1664, ,072.45508369998,+43.59250353235
74,072.85573449747,+43.70034373850,206049857736215040,161.6945094786,-0.3848876802,0.9311,2.196,-6.374,198,16.123740,1.240507,0.5,NGC_1664, ,072.85572141934,+43.70037118211
75,072.81171829718,+43.76430710307,206048174109296256,161.6249486025,-0.3686282199,0.6926,1.848,-5.766,230,15.869550,1.110281,1.0,NGC_1664,Gaia DR2 206048174109296256,072.81170727978,+43.76433192890
76,072.70985731984,+43.65131512056,206046589264203648,161.6649741401,-0.4974186741,0.6483,1.930,-5.427,194,17.190435,1.356272,0.7,NGC_1664, ,072.70984583524,+43.65133848681
77,072.72237347401,+43.61640707508,206043363745759488,161.6976264780,-0.5127333781,0.7552,1.899,-5.855,238,15.129759,1.093602,0.9,NGC_1664, ,072.72236218044,+43.61643228411
78,072.93522911748,+43.67869144064,206048930023266560,161.7478088026,-0.3543539690,0.8108,1.871,-5.957,217,12.519756,0.542313,0.8,NGC_1664, ,072.93521797889,+43.67871708883
79,072.79742821993,+43.57180453551,206042500454392320,161.7666556576,-0.4993353659,0.6985,1.496,-5.851,244,12.710400,0.528642,0.9,NGC_1664, ,072.79741932964,+43.57182972732
80,072.67050861846,+43.65873740911,206045902069430912,161.6410790608,-0.5145841185,0.7171,1.709,-5.368,211,13.778645,0.738864,0.4,NGC_1664, ,072.67049844768,+43.65876052133
81,072.74644129808,+43.61860303541,206043393807588352,161.7070577744,-0.4979184707,0.7461,1.933,-5.658,210,13.322033,0.636281,1.0,NGC_1664,Gaia DR2 206043393807588352,072.74642980189,+43.61862739624
82,072.61466558897,+43.44660213463,206039893412242176,161.7783743275,-0.6812916651,0.8023,1.443,-5.648,196,17.443820,1.454664,0.6,NGC_1664, ,072.61465703141,+43.44662645241
83,072.59742046647,+43.47323522681,206040065210933504,161.7498916764,-0.6738848633,0.7254,1.608,-5.833,234,15.742981,1.086357,0.8,NGC_1664, ,072.59741092620,+43.47326034112
84,072.89833304708,+43.67360889604,206048960084575872,161.7347410242,-0.3781694102,0.6939,1.544,-5.623,244,15.609285,1.069670,1.0,NGC_1664,Gaia DR2 206048960084575872,072.89832385599,+43.67363310618
85,072.76766975465,+43.59524580925,206043153289420544,161.7348513735,-0.5009861803,0.6868,1.342,-5.693,212,12.944570,0.483870,1.0,NGC_1664,Gaia DR2 206043153289420544,072.76766177643,+43.59527032078
86,073.05629150859,+43.74193335455,206050815510491008,161.7546395307,-0.2466009355,0.7444,1.801,-5.750,223,17.324097,1.445690,0.7,NGC_1664, ,073.05628077541,+43.74195811149
87,072.94147826533,+43.73555788190,206050201333549696,161.7068173898,-0.3146807995,0.8100,1.691,-5.529,253,17.479480,1.472328,0.9,NGC_1664, ,072.94146818877,+43.73558168732
88,072.81079467327,+43.62958305951,206043565606279808,161.7283165889,-0.4550378680,0.7423,1.714,-5.823,243,13.166648,0.591475,1.0,NGC_1664,Gaia DR2 206043565606279808,072.81078447768,+43.62960813076
89,072.87115286510,+43.62479090769,206048552066198528,161.7598532890,-0.4244229799,0.7589,2.661,-5.863,228,13.906162,0.921238,0.8,NGC_1664, ,072.87113703763,+43.62481615116
90,072.85908862863,+43.63694500749,206042882709364992,161.7449214529,-0.4234109835,0.8132,1.982,-6.035,221,17.573841,1.213917,0.8,NGC_1664, ,072.85907683742,+43.63697099152
91,072.80482061219,+43.66058769313,206043840484185728,161.7016742990,-0.4385998867,0.6065,1.997,-5.190,210,10.884113,0.422014,0.3,NGC_1664, ,072.80480872707,+43.66061003896
92,072.82373935229,+43.65630923724,206043741702824832,161.7136968443,-0.4307826816,0.8173,1.758,-5.588,203,13.438169,0.640520,1.0,NGC_1664,Gaia DR2 206043741702824832,072.82372889032,+43.65633329668
93,072.74313769211,+43.65657007375,206046520544720512,161.6763004934,-0.4755294048,0.6593,1.493,-5.607,200,14.858193,1.017699,0.9,NGC_1664, ,072.74312880713,+43.65659421500
94,072.83662857555,+43.65307414148,206043707343083648,161.7221338119,-0.4256589337,0.7947,1.567,-5.303,223,14.764009,1.004519,0.5,NGC_1664, ,072.83661925074,+43.65309697384
95,072.69454307120,+43.61436760637,206046284323527168,161.6863302462,-0.5295423301,0.7238,1.672,-5.738,237,13.741736,0.688568,0.9,NGC_1664, ,072.69453312796,+43.61439231165
96,072.71081454411,+43.65657734530,206046589264194048,161.6613663005,-0.4935257146,0.9067,2.176,-5.891,195,16.997143,1.323845,0.9,NGC_1664, ,072.71080159454,+43.65660270933
97,072.78772196486,+43.60886561432,206043531246493056,161.7336244502,-0.4811154470,0.7578,1.029,-5.997,221,16.148827,1.193928,0.8,NGC_1664, ,072.78771584605,+43.60889143474
98,072.80686046721,+43.67413581860,206044016580726784,161.6921779571,-0.4288247340,0.7720,1.867,-5.657,211,15.013336,1.084575,0.9,NGC_1664, ,072.80684935327,+43.67416017513
99,072.65100073646,+43.65643409331,206045936429163136,161.6338325060,-0.5269124923,0.6264,2.208,-6.198,195,17.957594,1.738789,0.4,NGC_1664, ,072.65098759648,+43.65646077914
100,072.74401898618,+43.71399116806,206047555633777024,161.6324987550,-0.4383929263,0.6533,1.765,-5.715,186,13.011127,0.549941,0.9,NGC_1664, ,072.74400847245,+43.71401577431
101,072.76874993873,+43.69871101427,206047108957178752,161.6556721205,-0.4343774429,0.7498,1.671,-5.553,219,12.834860,0.459959,0.9,NGC_1664, ,072.76873998747,+43.69873492302
102,072.82670200322,+43.66589887738,206043947861248128,161.7076739861,-0.4230185283,0.8075,0.856,-5.488,205,16.767937,1.325943,0.6,NGC_1664, ,072.82669690830,+43.66592250627
103,072.72005658483,+43.62167516331,206043359447805568,161.6925006090,-0.5106612694,0.6697,2.004,-5.376,238,15.964282,1.157879,0.6,NGC_1664, ,072.72004466577,+43.62169830998
104,072.73582716516,+43.72168387514,206047624353252096,161.6227975343,-0.4380411834,0.6759,1.657,-5.813,209,12.944994,0.647342,0.9,NGC_1664, ,072.73581729349,+43.72170890333
105,072.81475179390,+43.67628418291,206044016580722688,161.6941618514,-0.4230579559,0.8221,2.332,-5.653,190,16.793600,1.298645,0.7,NGC_1664, ,072.81473791140,+43.67630852221
106,072.72769587126,+43.72586416029,206047830511682688,161.6158285189,-0.4398963586,0.7418,1.632,-5.787,190,16.631447,1.017073,0.9,NGC_1664, ,072.72768614785,+43.72588907654
107,072.52121196268,+43.58131503478,206045253531417728,161.6314713753,-0.6471861495,0.6513,1.727,-5.828,231,15.041386,1.002642,1.0,NGC_1664,Gaia DR2 206045253531417728,072.52120169800,+43.58134012756
108,072.75672543093,+43.76178803988,206048311547987328,161.6015563825,-0.4008237350,0.5726,1.472,-5.467,209,16.215729,1.316456,0.8,NGC_1664, ,072.75671665554,+43.76181157835
109,072.74722848606,+43.64767642271,206046451825232000,161.6850368481,-0.4789263536,0.7118,2.200,-6.184,204,16.284359,1.247555,0.8,NGC_1664, ,072.74721539560,+43.64770304826
110,072.71696084534,+43.62310622889,206046314385305856,161.6899683234,-0.5114725199,0.5428,0.985,-5.542,199,17.952003,1.898407,0.9,NGC_1664, ,072.71695498678,+43.62313009028
111,072.65230953430,+43.64892233662,206045867709679616,161.6402157220,-0.5309845013,0.5770,1.789,-5.924,190,17.698710,1.453995,0.6,NGC_1664, ,072.65229888916,+43.64894784273
112,072.85056308644,+43.70192484108,206049926455692672,161.6909086156,-0.3867617289,0.7612,1.806,-5.415,178,16.711735,1.284774,0.7,NGC_1664, ,072.85055233065,+43.70194815566
113,072.76533385284,+43.70960557289,206047177676649088,161.6457069111,-0.4293286499,0.6305,1.559,-5.534,196,16.136877,1.156224,0.8,NGC_1664, ,072.76532456689,+43.70962939983
114,072.74587704337,+43.72354876237,206048002310367616,161.6259973486,-0.4312595454,0.7210,1.678,-5.859,180,14.497572,0.898005,0.9,NGC_1664, ,072.74586704628,+43.72357398862
115,072.77493537956,+43.70652606988,206047143316908544,161.6525063420,-0.4259483632,0.6582,1.554,-5.736,205,11.447022,0.438316,0.9,NGC_1664, ,072.77492612386,+43.70655076655
116,072.79944070368,+43.63788544865,206043638623629568,161.7166807569,-0.4560746015,0.6939,2.024,-5.545,204,16.673374,1.395097,1.0,NGC_1664,Gaia DR2 206043638623629568,072.79942866242,+43.63790932295
117,072.76014075680,+43.64078585948,206043501184686592,161.6963049371,-0.4761288653,0.6842,1.567,-6.111,216,14.262609,0.948636,0.9,NGC_1664, ,072.76013143389,+43.64081217073
118,072.64247028580,+43.57684789336,206044669415847424,161.6911004835,-0.5825253521,0.7077,1.770,-5.695,243,15.858601,1.204833,0.9,NGC_1664, ,072.64245976633,+43.57687241350
119,072.81147330855,+43.68464330996,206044016580717440,161.6862100321,-0.4195552884,0.5385,0.967,-5.912,180,13.827898,0.852717,0.4,NGC_1664, ,072.81146755115,+43.68466876440
120,072.62508140107,+43.55101596833,206041680118619136,161.7029127131,-0.6087272004,0.6997,1.643,-5.585,234,15.390291,1.145354,0.9,NGC_1664, ,072.62507164057,+43.55104001486
121,072.69231902449,+43.52648458065,206040649322400384,161.7529299317,-0.5869089236,0.7419,1.423,-6.026,213,16.606794,1.264990,0.7,NGC_1664, ,072.69231057437,+43.52651052593
122,072.71969528979,+43.73957813459,206047899231152000,161.6015817120,-0.4355913160,0.6862,1.683,-5.614,201,14.158179,0.798054,1.0,NGC_1664,Gaia DR2 206047899231152000,072.71968526023,+43.73960230598
123,072.74867063791,+43.53751052081,206041989356247168,161.7705252759,-0.5484240797,0.7130,1.300,-6.159,246,14.957932,0.951495,0.4,NGC_1664, ,072.74866291679,+43.53753703873
124,072.77566018501,+43.71182432072,206047212036382080,161.6487601726,-0.4221651175,0.7307,1.602,-5.688,218,15.358806,1.137127,0.9,NGC_1664, ,072.77565064258,+43.71184881072
125,072.79069926727,+43.64464118915,206043806124415872,161.7074425475,-0.4566391282,0.5726,1.937,-5.778,193,17.788100,1.828104,0.8,NGC_1664, ,072.79068774230,+43.64466606665
126,072.79098156700,+43.70835299556,206047143316901888,161.6584978955,-0.4158494730,0.6945,1.830,-5.739,213,10.908886,0.494623,1.0,NGC_1664,Gaia DR2 206047143316901888,072.79097066710,+43.70837770514
127,072.74656213455,+43.54946335330,206041989356299008,161.7603468185,-0.5419731534,0.7128,1.646,-5.629,209,16.427952,1.379499,1.0,NGC_1664,Gaia DR2 206041989356299008,072.74655235648,+43.54948758927
128,072.82348682153,+43.68822387433,206044050940449408,161.6889896972,-0.4105795328,0.6776,1.691,-5.830,187,14.534945,0.879186,0.9,NGC_1664, ,072.82347675293,+43.68824897572
129,072.85102999774,+43.67695956073,206049651577800448,161.7103650267,-0.4024092601,0.6545,1.740,-5.739,192,16.759893,1.285084,1.0,NGC_1664,Gaia DR2 206049651577800448,072.85101963933,+43.67698427031
130,072.83545357669,+43.68312504963,206043982220971776,161.6984345492,-0.4071615259,0.6327,1.467,-5.503,210,14.625881,1.059708,0.7,NGC_1664, ,072.83544484258,+43.68314874310
131,072.79374265185,+43.70830907240,206047246396116352,161.6598046269,-0.4143401441,0.7704,1.786,-5.635,139,14.567672,0.863509,1.0,NGC_1664,Gaia DR2 206047246396116352,072.79373201403,+43.70833333421
132,072.83740852452,+43.68456468575,206043982220970368,161.6982261897,-0.4051545849,0.6558,1.338,-5.780,202,17.561070,1.494381,0.9,NGC_1664, ,072.83740055825,+43.68458957186
133,072.91432026192,+43.64190871024,206048620785648128,161.7665508089,-0.3894328780,0.6660,1.775,-5.685,211,16.718178,1.505684,0.8,NGC_1664, ,072.91430970131,+43.64193318732
134,072.74363736534,+43.64301500263,206046421762452480,161.6869673306,-0.4839018138,0.7281,1.950,-5.821,207,16.461258,1.211667,1.0,NGC_1664,Gaia DR2 206046421762452480,072.74362576333,+43.64304006527
135,072.74828730200,+43.74130313967,206048208468786304,161.6134393516,-0.4185884582,0.7174,1.804,-5.929,193,16.833690,1.304234,0.9,NGC_1664, ,072.74827655105,+43.74132866731
136,072.60850590985,+43.57282246064,206044321521402624,161.6784647807,-0.6040202754,0.8132,2.254,-5.901,206,16.992914,1.491581,0.8,NGC_1664, ,072.60849251476,+43.57284786772
137,072.58160989250,+43.57260095566,206044493320094208,161.6661716205,-0.6191416291,0.8005,1.971,-5.513,236,16.249971,1.147890,0.8,NGC_1664, ,072.58159817927,+43.57262469219
138,072.65003487220,+43.67392806364,206046181244297728,161.6199298280,-0.5162701838,0.7628,1.969,-5.470,210,16.369568,1.200171,0.8,NGC_1664, ,072.65002315112,+43.67395161503
139,072.71844789756,+43.63265904651,206046318683251584,161.6833026533,-0.5045452363,0.7551,2.476,-5.784,196,16.888948,1.324072,0.9,NGC_1664, ,072.71843316853,+43.63268394984
140,072.72569068917,+43.67187185317,206046696640349696,161.6564646171,-0.4754784303,0.7646,1.581,-5.971,219,14.268443,0.822160,0.9,NGC_1664, ,072.72568127810,+43.67189756164
141,072.76826132300,+43.60750083913,206043157587319552,161.7256870979,-0.4928380735,0.7488,1.647,-6.067,223,14.024315,0.848887,0.8,NGC_1664, ,072.76825152956,+43.60752696094
142,072.71737070413,+43.56606033101,206042981490659584,161.7340666612,-0.5476640294,0.8034,0.842,-5.381,224,17.761616,1.625965,0.8,NGC_1664, ,072.71736570085,+43.56608349920
143,072.78017358001,+43.76595664829,206048341611003264,161.6091499410,-0.3851239248,0.8484,1.473,-5.650,201,17.224352,1.391151,0.8,NGC_1664, ,072.78016479804,+43.76598097468
144,072.79844586004,+43.57032074736,206042504752300800,161.7682688459,-0.4997135998,0.7525,1.865,-5.629,255,16.215967,1.148831,1.0,NGC_1664,Gaia DR2 206042504752300800,072.79843477716,+43.57034498333
145,072.83223893971,+43.70921220459,206047001579510016,161.6768506434,-0.3923257796,0.5837,1.063,-6.132,194,17.959616,1.585989,0.7,NGC_1664, ,072.83223260815,+43.70923860626
